mep,epid,country,group,dossier,lobbyists,title,committees,location,role,date
Ernest URTASUN,124972,Spain,Greens / EFA,[''],Meeting with LGBTI Representative from Brazil.,LGBTI Rights.,['AFET'],EP Strasbourg.,Member,18/12/2019
Ernest URTASUN,124972,Spain,Greens / EFA,,Housing for All.,Presentation of the ECI-European Citizens Initiative on Housing.,,EP Brussels.,Member,12/12/2019
Ernest URTASUN,124972,Spain,Greens / EFA,[''],HRW Human Rights Watch.,Presentation of study Human Rights in Iran.,['AFET'],EP Brussels,Member,05/12/2019
Ernest URTASUN,124972,Spain,Greens / EFA,,Council of Amsterdam.,Acquaintance between elected politicians and keynote speakers.,,Amsterdam,Member,04/12/2019
Ernest URTASUN,124972,Spain,Greens / EFA,[''],Finance Watch.,MEPs who pledge to limit the power of the finance lobby.,['ECON'],EP Brussels,Member,03/12/2019
Ernest URTASUN,124972,Spain,Greens / EFA,[''],European Bank for Reconstruction and Development (EBRD),EU development architecture.,['ECON'],EP Brussels,Member,02/12/2019
Ernest URTASUN,124972,Spain,Greens / EFA,[''],Relations with countries south of the Mediterranean.,Secretariado de la Union para el Mediterráneo,['AFET'],EP Brussels,Member,28/11/2019
Ernest URTASUN,124972,Spain,Greens / EFA,,EIB representatives,EIB climate policy,,EP Brussels,Member,26/11/2019
Ernest URTASUN,124972,Spain,Greens / EFA,[''],Secretaria de Internacional y Cooperación CCOO,Presentation meeting.,['ECON'],EP Brussels,Member,20/11/2019
Ernest URTASUN,124972,Spain,Greens / EFA,[''],REPER ES,Presentation meeting.,['ECON'],EP Brussels,Member,19/11/2019
Ernest URTASUN,124972,Spain,Greens / EFA,[''],Polisario Representative to the European Union,Human Rights situation in the Western Sahara.,['AFET'],EP Brussels,Member,15/11/2019
Ernest URTASUN,124972,Spain,Greens / EFA,[''],Members of Citizens for Financial Justice,Discuss the new Spotlight on on financial justice report.,['ECON'],EP Brussels,Member,14/11/2019
Ernest URTASUN,124972,Spain,Greens / EFA,[''],Housing for All,Housing Policies.,['ECON'],EP Brussels,Member,07/11/2019
Ernest URTASUN,124972,Spain,Greens / EFA,,Consejo General de Colegios Oficiales de Médicos de España (CGCOM),Presentation meeting.,,EP Brussels,Member,06/11/2019
Ernest URTASUN,124972,Spain,Greens / EFA,[''],KELLYS Organisation of hotel cleaning professionals.,Womens work conditions.,['FEMM'],EP Brussels,Member,05/11/2019
Ernest URTASUN,124972,Spain,Greens / EFA,[''],FEANTSA European Federation of National Organisations Working with the Homeless.,Directive on Non-Performing Loans.,['ECON'],EP Brussels,Member,18/10/2019
Ernest URTASUN,124972,Spain,Greens / EFA,,Corporate Europa Observatory.,Services Notification Procedure and Municipalist Policies.,,EP Brussels,Member,17/10/2019
Ernest URTASUN,124972,Spain,Greens / EFA,,PIMEC EU Permanent Delegation,Presentation meeting.,,EP Brussels,Member,04/10/2019
Ernest URTASUN,124972,Spain,Greens / EFA,[''],Corporate Europe Observatory,Change Finance pledge.,['ECON'],EP Brussels,Member,03/10/2019
Ernest URTASUN,124972,Spain,Greens / EFA,,SEO Birdlife and Clientearth,Environmental Marine issues.,,EP Brussels,Member,11/09/2019
Csaba MOLNÁR,124722,Hungary,S&D,[''],DemNet Alapítvány,Financial Justice,['ECON'],Brussels,Member,14/11/2019
Csaba MOLNÁR,124722,Hungary,S&D,[''],Magyar Természetvédők Szövetsége,"Sustainable economy, taxation",['ECON'],Brussels,Member,12/11/2019
Csaba MOLNÁR,124722,Hungary,S&D,['Report on on the proposal for a Council directive amending Directive 2006/112/EC as regards introducing certain requirements for payment service providers'],Magyar Bankszövetség,Financial Regulations for 2019-2024,['ECON'],Budapest,Shadow rapporteur,29/08/2019
Ska KELLER,96734,Germany,Greens / EFA,,Greenpeace Bulgaria,Rule of law in Bulgaria,,Online,Member,16/07/2020
Ska KELLER,96734,Germany,Greens / EFA,,"Frank Bold Foundation Poland, Frank Bold Foundation Czech Republic",Staff level meeting - situation with the Turów coal mine,,Online,Member,14/05/2020
Ska KELLER,96734,Germany,Greens / EFA,,"Greta Thunberg, activist",EU climate law,,"European Parliament, Brussels",Member,05/03/2020
Ska KELLER,96734,Germany,Greens / EFA,[''],Greenpeace,Staff level meeting - Global Ocean Treaty negotiations,['PECH'],Brussels,Member,20/02/2020
Ska KELLER,96734,Germany,Greens / EFA,,Federal Office for the Protection of the Constitution of Germany,Current security policy issues,,"European Parliament, Brussels",Member,18/02/2020
Ska KELLER,96734,Germany,Greens / EFA,,Mission of Mexico to the European Union,Exchange of views,,"European Parliament, Brussels",Member,18/02/2020
Ska KELLER,96734,Germany,Greens / EFA,,Breaking the Silence,Exchange of views,,"European Parliament, Brussels",Member,18/02/2020
Ska KELLER,96734,Germany,Greens / EFA,,"Senate of the Republic of Mexico, Mission of Mexico to the European Union",Exchange of views,,"European Parliament, Brussels",Member,04/02/2020
Ska KELLER,96734,Germany,Greens / EFA,,Permanent Representation of Germany to the European Union,Upcoming German presidency of the European Council,,"European Parliament, Brussels",Member,23/01/2020
Ska KELLER,96734,Germany,Greens / EFA,,The Mossawa Center – The Advocacy Center for Arab Citizens of Israel,Peace-building process between Israel and Palestine,,"European Parliament, Brussels",Member,04/12/2019
Ska KELLER,96734,Germany,Greens / EFA,,Petitioners of the 'Save the Kresna Gorge' petition,Petition on preserving the Kresna Gorge,,"European Parliament, Brussels",Member,03/12/2019
Ska KELLER,96734,Germany,Greens / EFA,[''],Europeche,Staff level meeting - EU fisheries policy,['PECH'],"European Parliament, Brussels",Member,05/11/2019
Ska KELLER,96734,Germany,Greens / EFA,,DGB – German Trade Union Confederation,Determining avenues for future cooperation,,"European Parliament, Brussels",Member,04/11/2019
Ska KELLER,96734,Germany,Greens / EFA,[''],"ClientEarth, Birdlife, Bloom, Low Impact Fishers of Europe (LIFE Platform), Seas at Risk",European Maritime and Fisheries Fund (EMFF),['PECH'],"European Parliament, Brussels",Member,04/11/2019
Ska KELLER,96734,Germany,Greens / EFA,,"Good Food Good Farming Campaign, NABU – Naturschutzbund Deutschland",Campaign on the reform of the EU’s Common Agricultural Policy,,"European Parliament, Strasbourg",Member,22/10/2019
Ska KELLER,96734,Germany,Greens / EFA,,Federal Foreign Office of Germany,The priorities of the German Council Presidency 2020 and the next multiannual financial framework (MFF),,"European Parliament, Strasbourg",Member,22/10/2019
Ska KELLER,96734,Germany,Greens / EFA,,"Minna Kivimäki, Deputy Permanent Representative of Finland to the EU",EP re-organisation and the next legislative cycle,,"European Parliament, Strasbourg",Member,03/07/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],ILGA Europe,EU LGBTI and Equality Strategy,['LIBE'],Web,Member,14/07/2020
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],"Red Cross EU Office, Swedish Red Cross",Migration Pact,['LIBE'],Web,Member,03/06/2020
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],ELC (Eurocentralasian Lesbian Community),Upcoming Lesbian Conference,['LIBE'],Web,Member,29/05/2020
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],Svenskt Vatten,Water Framework Directive,['ENVI'],Web,Member,19/05/2020
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],Save the Children Sweden,Refugee situation in Greece,['LIBE'],Web,Member,05/05/2020
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],"IPPF EN,, European Parliamentary Forum for Sexual & Reproductive Rights",SRHR situation in Poland,['LIBE'],Web,Member,15/04/2020
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],"TransVanilla, Hungarian LGBTI Alliance, Budapest Pride",The human rights of LGBTI persons in Hungary,['LIBE'],Web,Member,09/04/2020
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],DLA Piper UK LLP,Relocation of unaccompanied minors from Greece,['LIBE'],Web,Member,20/03/2020
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],WWF,EU environmental policies,['ENVI'],Web,Member,16/03/2020
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],"Talita, Sweden",sex trade,['LIBE'],"Place Luxembourg, Bruxelles",Member,04/03/2020
Malin BJÖRK,124992,Sweden,GUE / NGL,['Green Deal'],Sveriges ständiga representation vid EU,Green Deal,['ENVI'],"Sveriges ständiga representation vid EU, Square de Meeûs 30",Member,03/03/2020
Malin BJÖRK,124992,Sweden,GUE / NGL,['EP FEMM Report on SRHR in the EU'],All of Us,SRHR in the EU,['LIBE'],"EPF Office, European Parliamentary Forum for Sexual & Reproductive Rights",Member,20/02/2020
Malin BJÖRK,124992,Sweden,GUE / NGL,,LGBTI-Bloco,co-adoption by LGBT couples,,European Parliament,Member,18/02/2020
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],Are you syrious,Fundamental rights,['LIBE'],European Parliament,Member,18/02/2020
Malin BJÖRK,124992,Sweden,GUE / NGL,['Green Deal'],Östersjöcentrum,Green Deal,['ENVI'],European parliament,Member,04/02/2020
Malin BJÖRK,124992,Sweden,GUE / NGL,['2020 Annual Review of the Human Rights Situation of LGBTI People in Europe and Central Asia'],ILGA-Europe,Presentation annual review of LGBTI rights,['LIBE'],European Parliament,Member,04/02/2020
Malin BJÖRK,124992,Sweden,GUE / NGL,,Reprorights,Abortionrights,,European Parliament,Member,27/01/2020
Malin BJÖRK,124992,Sweden,GUE / NGL,,"Swedish Union LO, TCO and SACO",Challenges and opportunites for European cooperation,,"Sofitel, Bruxelles",Member,22/01/2020
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],WWF Sweden,Green Deal,['ENVI'],European Parliament,Member,22/01/2020
Malin BJÖRK,124992,Sweden,GUE / NGL,['UNHCR’s work in Croatia'],UNHCR’s Representative for Central Europe,UNHCR’s work in Croatia,['LIBE'],European Parliament,Member,20/01/2020
Malin BJÖRK,124992,Sweden,GUE / NGL,"['', '']",Läkare i världen,Global Health Rights/Lauch of new report,"['ENVI', 'LIBE']",European Parliament,Member,10/12/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],Naturskyddsföreningen,Climate policy priorities,['ENVI'],European Parliament,Member,21/11/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],Center for Reproductive Rights,Abortion Rights,['LIBE'],European Parliament,Member,14/11/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,,Sveriges Radio/Swedish Public Service Radio,"Copyright, audiovisual directive, desinformation, hate speech",,European Parliament,Member,12/11/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],Citizens' Climate Lobby,Climate policy,['ENVI'],European Parliament,Member,07/11/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],RFSL,LGBTI rights,['LIBE'],European Parliament,Member,05/11/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,['Results of the Gender Equality Index 2019'],European Institute for Gender Equality (EIGE),Gender equality,['LIBE'],European Parliament,Member,16/10/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,,Sveriges kvinnolobby,Men's violence against women,,European Parliament,Member,16/10/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],Swedish Refugee Law Center/Asylrättscentrum,EU:s gemensamma asylsystem,['LIBE'],European Parliament,Member,15/10/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],"Fairtrade, Sweden",Fri och hållbar världshandel,['ENVI'],European Parliament,Member,10/10/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],"Samerådet, Sweden","Environment, sustainable development and human rights",['ENVI'],European Parliament,Member,09/10/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],Oxfam,The situation in Greece,['LIBE'],European Parliament,Member,08/10/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],Helsinki Foundation for Human Rights in Poland and the Romanian Helsinki Committee,Closing civic space and protecting the rule of law in Europe,['LIBE'],European Parliament,Member,03/10/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],European Network on Independent Living,Disability rights and Independent Living,['LIBE'],Outside the European Parliament,Member,02/10/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,"['Top three ideas on how the LIBE Committee can ensure EU migration and asylum policies better address the challenges of conflict, crisis and global displacement:']",International Rescue Committee,Migration and asylum policies,['LIBE'],European Parliament,Rapporteur,02/10/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],"EU, Justite representationen",Breakfast-meeting (Justitie-frukost),['LIBE'],"Square de Meeûs 30, Bruxelles",Member,01/10/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],Transition team,Human rights,['LIBE'],European Parliament,Member,30/09/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,,Commissioner Dalli,LGBTI rights,,European Parliament,Member,30/09/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],Sveriges Allmännytta/Swedish Public Housing,EU legislation and housing,['ENVI'],European Parliament,Member,26/09/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],Kurdistans nationella kongresss / Kurdish National Congress,Human Rights,['LIBE'],European Parliament,Member,26/09/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],European Women's Lobby,Women's Rights,['LIBE'],Place du Luxembourg,Member,26/09/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],Rädda Barnen/Save The Children,Human Rights/Children's Rights,['LIBE'],European Parliament,Member,25/09/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],Rädda Barnen/Save The Children,Human Rights/Children's Rights,['LIBE'],European Parliament,Member,25/09/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],Afrosvenskarnas Forum för Rättvisa,Human Rights,['LIBE'],European Parliament,Member,24/09/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],Afrosvenskarnas Forum för Rättvisa,Human Rights,['LIBE'],European Parliament,Member,24/09/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],FIAN International and a Brazilian delegation of civil society organizations,"Mercosur-EU trade agreement, human rights, indigenous and traditional communities",['ENVI'],European Parliament,Member,23/09/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],WaterAid Sverige,Right to water,['ENVI'],European Parliament,Member,05/09/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],Commissioner Timmermans,Rule of law,['LIBE'],European Parliament,Member,05/09/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,,Reprorights,Abortionrights,,"European Parlimanet, Strasbourg",Member,17/07/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,[''],Human rights lawyers,Human rights,['LIBE'],European Parliament,Member,11/07/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,,ILGA-Europe,Rebuild the LGBTI Intergroup,,European Parliament,Member,09/07/2019
Malin BJÖRK,124992,Sweden,GUE / NGL,,Open arms,The criminalization of humanitarian aid in the Mediterranean,,Strasbourg,Member,03/07/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Sveriges ständiga representation vid EU,Diskussion kring ENVI och Green Deal,,Sveriges ständiga representaiton vid Europeiska Unionen,Member,03/03/2020
Fredrick FEDERLEY,124989,Sweden,RE,,Centerpartiet Lidköping,Möte med Frida Nilsson,,Bryssel,Member,03/03/2020
Fredrick FEDERLEY,124989,Sweden,RE,,PA International Foundation,Möte med PA International Foundation,,Europaparlamentet,Member,02/03/2020
Fredrick FEDERLEY,124989,Sweden,RE,,Australiens ambassad i Sverige,Möte med Australiens ambassadör i Sverige,,Stockholm,Member,21/02/2020
Fredrick FEDERLEY,124989,Sweden,RE,,"European Public Health Alliance, Health Care Without Harm",Lansering av styrelsegrupp i arbetet mot AMR,,Europaparlamentet,Member,19/02/2020
Fredrick FEDERLEY,124989,Sweden,RE,,Franska jordbruksdepartementet,Möte med franska jordbruksdepartementet,,Europaparlamentet,Member,19/02/2020
Fredrick FEDERLEY,124989,Sweden,RE,,Frankrikes regering,Möte med statssekreteraren till franska miljöministern,,Europaparlamentet,Member,18/02/2020
Fredrick FEDERLEY,124989,Sweden,RE,,Animal Welfare Intergroup,Möte med Animal Welfare Intergroup,,Europaparlamentet i Strasbourg,Member,13/02/2020
Fredrick FEDERLEY,124989,Sweden,RE,,Zoégas,Besök på Zoégas Sverige,,Helsingborg,Member,07/02/2020
Fredrick FEDERLEY,124989,Sweden,RE,,"Malmö Borgarskola, Klara Teoretiska Gymnasium",Träff med gymnasieelever,,Malmö,Member,07/02/2020
Fredrick FEDERLEY,124989,Sweden,RE,,Rudbäcksgymnasiet,Besök av elever från Örebro,,Europaparlamentet,Member,06/02/2020
Fredrick FEDERLEY,124989,Sweden,RE,,Livsmedelshandlarnas förbund,Möte med Livshandlarnas förbund,,Europaparlamentet,Member,06/02/2020
Fredrick FEDERLEY,124989,Sweden,RE,,Centerpartiet Malmö,Panelsamtal om kokurrenskraftig klimatomställning,,Malmö,Member,06/02/2020
Fredrick FEDERLEY,124989,Sweden,RE,,"Microsoft, Node Pole, Vattenfall",Höll i event om klimatmärkning av datacenter,,Europaparlamentet,Member,05/02/2020
Fredrick FEDERLEY,124989,Sweden,RE,,"Naturskyddsföreningen, European Environmental Bureau",Möte med Naturskyddsföreningen,,Europaparlamentet,Member,05/02/2020
Fredrick FEDERLEY,124989,Sweden,RE,,Stortinget,Möte med representanter från norska Stortinget,,Europaparlamentet,Member,05/02/2020
Fredrick FEDERLEY,124989,Sweden,RE,,Volvo Cars,Möte med Volvo Cars,,Europaparlamentet,Member,05/02/2020
Fredrick FEDERLEY,124989,Sweden,RE,,Centerpartiet,Centerpartiets kommundagar,,Uppsala,Member,31/01/2020
Fredrick FEDERLEY,124989,Sweden,RE,,"LRF Skogsägarna, European Commission, Region Värmland European Office, Svensk Handel, Swedish Forest Industries, Småland-Blekinge-Halland Brussels office, Finnish Permanent Representation, Latvian Permanent Representation, UK Permanent Representation, Kreab Brussels, City of Gothenburg’s Brussels office",Värd på första seminariumet för skogsnätverksmötet,,Radisson RED Bryssel,Member,29/01/2020
Fredrick FEDERLEY,124989,Sweden,RE,,European Liberal Forum,Paneldebatt om synen på framtiden,,Radisson RED Bryssel,Member,28/01/2020
Fredrick FEDERLEY,124989,Sweden,RE,,WWF Sverige,Möte med WWF Sverige,,Europaparlamentet,Member,23/01/2020
Fredrick FEDERLEY,124989,Sweden,RE,,"LO, TCO, Saco",Middag med Fackliga Brysselkontoret,,Sofitel,Member,22/01/2020
Fredrick FEDERLEY,124989,Sweden,RE,,Boliden AB,Möte med Boliden AB,,Europaparlamentet,Member,22/01/2020
Fredrick FEDERLEY,124989,Sweden,RE,,Åländsk Center,Möte med Åländsk Center,,Europaparlamentet,Member,22/01/2020
Fredrick FEDERLEY,124989,Sweden,RE,,Liberal Democrats,Möte med Liberal Democrats Westminister ledare,,Europaparlamentet,Member,21/01/2020
Fredrick FEDERLEY,124989,Sweden,RE,,Animal Welfare Intergroup,Styrelsemöte Animal Welfare Intergroup,,Europaparlamentet i Strasbourg,Member,19/12/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Europaparlamentets kontor i Sverige,Panelsamtal om MFF,,Europahuset Stockholm,Member,13/12/2019
Fredrick FEDERLEY,124989,Sweden,RE,,"Europa Direkt Hässleholm, Utrikespolitiska föreningen Lund, Lunds Universitet",Medverkan på talkshow i Lund,,Lund,Member,05/12/2019
Fredrick FEDERLEY,124989,Sweden,RE,,West Nordic Council,Möte med Västnordiska rådet,,Europaparlamentet,Member,05/12/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Animal Welfare Intergroup,Möte med Animal Welfare Intergroup,,Europaparlamentet i Strasbourg,Member,28/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Swiss Federal Assembly,Middag med Schweiz förbundsförsamling,,Europaparlamentet i Strasbourg,Member,27/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,,"Finsk Energi, Energi Norge, Dansk Energi, Energiföretagen Sverige",Diskussion om ramdirektivet för vatten,,Europaparlamentet i Strasbourg,Member,26/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Sveriges Nötköttproducenter,"Föredrag om miljö, klimat och CAP på Köttriksdagen 2019",,Borlänge,Member,22/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Conference of European Rabbis (CER),Möte med Conference of European Rabbis (CER),,Europaparlamentet,Member,20/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Federation of Veterinarians of Europe,Möte med förbundet för vetrinärer i Europa,,Europaparlamentet,Member,20/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Sthlm Urban Advisors,Möte med Sthlm Urban Advisors,,Europaparlamentet,Member,20/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,,"Sveriges Kommuner och Landsting, Svenskt Näringsliv, Svenskt Vatten, Region Stockholm",Dialoglunch om EU:s vattenpolitik,,Region Stockholms Brysselkontor,Member,19/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Volvo Cars Group,Möte Volvo Cars Group,,Europaparlamentet,Member,19/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Norska ministeriet för hälsa och omsorg,Möte med norska ministeriet för hälsa och omsorg,,Europaparlamentet,Member,14/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Sundsta-Älvkullegymnasiet,Studiebesök av gymnasieklass från Karlstad,,Europaparlamentet,Member,14/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Stockholms stad borgarråd,Besök av Stockholms stad borgarråd,,Europaparlamentet,Member,13/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Skogsindustrierna,Middag med Skogsindustrierna,,Poivre et Sal,Member,13/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,,"LRF Halland, LRF Värmland, LRF Västra Götaland",Studiebesök av Lantbrukarnas Riksförbund med diskussion kring mijöfrågor och CAP,,Europaparlamentet,Member,12/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Småland-Blekinge Halland South Swedens Brysselkontor,Studiebesök av praktikanter från regionkontoren,,Europaparlamentet,Member,12/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Sveriges Lantbruksuniversitet,"Deltagande på seminarium vid SLU om djurhälsa, välfärd och antibiotikaresistens",,Uppsala,Member,11/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Naturskyddsföreningen,Diskutera klimatfrågor,,Europaparlamentet,Member,07/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,,CEC European Managers,Studiebesök och samtal kring olika miljöfrågor,,Europaparlamentet,Member,07/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Animal Welfare Intergroup,Styrelsemöte Animal Welfare Intergroup,,Europaparlamentet,Member,07/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Special Olympics,Event inför Special Olympics,,Europaparlamentet,Member,06/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Svenska Jägareförbundet,Middag med Svenska Jägareförbundet,,Brasserie Leopold,Member,06/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,['2018/0209(COD)'],LIFE programme,Paneldeltagande på konferensen om LIFE programmet,['ENVI'],Metropole Hotel Brussels,Rapporteur,06/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Svenskt Vatten,Möte om EU:s avloppsvattendirektiv,,Europaparlamentet,Member,05/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Step Up Now,Värd för seminarium om European Green Deal,,Europaparlamentet,Member,05/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Franska ambassaden i Sverige,Ambassadörslunch,,Franska ambassaden i Stockholm,Member,04/11/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Animal Welfare Intergroup,Möte Animal Welfare Intergroup,,Europaparlamentet i Strasbourg,Member,24/10/2019
Fredrick FEDERLEY,124989,Sweden,RE,,EU:s handelskommissionär,Möte med EU:s handelskommissionär,,Europaparlamentet i Strasbourg,Member,23/10/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Gibraltars represenation vid EU,Möte om Gibraltar och Brexit,,Europaparlamentet i Strasbourg,Member,23/10/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Livsmedelsföretagen,Besök av Livsmedelsföretagen,,Europaparlamentet,Member,10/10/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Södra Skogsägarna,Samtal om svenskt skogsbruk,,European Forestry House,Member,02/10/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Sveriges EU-minister,Luch med Sveriges EU-minister,,Europaparlamentet,Member,01/10/2019
Fredrick FEDERLEY,124989,Sweden,RE,,"Institutional Investors Group on Climate Change (IIGCC),",Middag och samtal om politiska prioriteringar kring finans och klimatförändringar,,Stanhope Hotel,Member,30/09/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Centerpartiet,Partistämma,,Karlstad,Member,25/09/2019
Fredrick FEDERLEY,124989,Sweden,RE,,"Centerpartiet, fullmäktige Stockholmsregionen",Diskussion om transportfrågor,,Europaparlamentet,Member,24/09/2019
Fredrick FEDERLEY,124989,Sweden,RE,,The Green 10,"Event om klimat, miljö och hållbarhet",,Europaparlamentet,Member,24/09/2019
Fredrick FEDERLEY,124989,Sweden,RE,,"Europaparlamentets kontor i Sverige, EU-kommissionens representation i Sverige",Panelsamtal,,Europahuset i Stockholm,Member,23/09/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Animal Welfare Intergroup,Styrelsemöte Animal Welfare Intergroup,,Europaparlamentet i Strasbourg,Member,19/09/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Rådgivare till Australiens premiärminister,Möte med rådgivaren till Australiens premiärminister angående klimat och elektricitet,,Europaparlamentet i Strasbourg,Member,18/09/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Brittiska ambassaden,Lunch med brittiska ambassaden,,Brittiska ambassaden i Strasbourg,Member,17/09/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Cecilia Malmström,Möte med EU:s handelskommissionär Cecilia Malmström,,Europaparlamentet i Strasbourg,Member,17/09/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Norsk Industri,Möte med Norsk Industri,,Europaparlamentet i Strasbourg,Member,17/09/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Mission de la Suisse auprès de l’Union Européenne,Möte med Schweiska regeringen,,Europaparlamentet i Strasbourg,Member,17/09/2019
Fredrick FEDERLEY,124989,Sweden,RE,,"Svenskt Näringsliv, Finlands Näringsliv, Norsk Industri, Dansk Industri",Nordisk rundabordsdiskussion,,Maison Kammerzell,Member,17/09/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Sparbankernas Riksförbund,Besök av Sparbankernas Riksförbund,,Europaparlamentet,Member,11/09/2019
Fredrick FEDERLEY,124989,Sweden,RE,,"Lantbrukarnas Riksförbund, Livsmedelsföretagen",Middag med LRF och LI,,Stanhope Hotel,Member,11/09/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Centerpartiets Ungdomsförbund,CUF förbundsstämma,,Mora,Member,01/08/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Animal Welfare Intergroup,Styrelsemöte Animal Welfare Intergroup,,Europaparlamentet i Strasbourg,Member,17/07/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Eurocommerce,Mingel med Eurocommerce,,Europaparlamentet i Strasbourg,Member,16/07/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Franska ambassadören i Sverige,Nationaldagsfirnade för Frankrike,,Franska ambassaden i Stockholm,Member,12/07/2019
Fredrick FEDERLEY,124989,Sweden,RE,,Svenskt Näringsliv,Möte med Svenskt Näringsliv,,Europaparlamentet,Member,10/07/2019
Fredrick FEDERLEY,124989,Sweden,RE,[''],European Bureau for Conservation and Development (EBCD),Seminarie om biodiversitet och klimat,['ENVI'],Europaparlamentet,Member,10/07/2019
Jeroen LENAERS,95074,Netherlands,EPP,['Coordination of social security (Meeting with APA)'],"President Verband Deutsches Reisemanagement, Executive director Verband Deutsches Reisemanagement",Coordination social security,['EMPL'],Brussels,Shadow rapporteur,17/02/2020
