mep,epid,country,group,dossier,lobbyists,title,committees,location,role,date
Véronique TRILLET-LENOIR,197593,France,RE,['Pénuries de médicaments 2020/2071(INI)'],Académie nationale de pharmacie (France),Pénuries de médicaments,['ENVI'],A distance,Shadow rapporteur,25/05/2020
Véronique TRILLET-LENOIR,197593,France,RE,['Pénuries de médicaments 2020/2071(INI)'],Medicines for Europe,Pénuries de médicaments,['ENVI'],A distance,Shadow rapporteur,25/05/2020
Véronique TRILLET-LENOIR,197593,France,RE,[''],Assemblée de la Mission Cancer Horizon Europe,Lutte contre le cancer,['ENVI'],A distance,Member,19/05/2020
Véronique TRILLET-LENOIR,197593,France,RE,['Pénuries de médicaments 2020/2071(INI)'],European Federation of Pharmaceutical Industries and Associations (EFPIA),Pénuries de médicaments,['ENVI'],A distance,Shadow rapporteur,19/05/2020
Véronique TRILLET-LENOIR,197593,France,RE,['Pénuries de médicaments 2020/2071(INI)'],Comité permanent des médecins européens,vaccinations ; Intelligence artificielle en santé ; plan européen contre le cancer ; pénuries de médicaments,['ENVI'],A distance,Shadow rapporteur,05/05/2020
Véronique TRILLET-LENOIR,197593,France,RE,[''],Association Internationale de la Mutualité,Mécanisme européen de réponse sanitaire et plan européen contre le cancer,['ENVI'],A distance,Member,30/04/2020
Véronique TRILLET-LENOIR,197593,France,RE,['Pénuries de médicaments 2020/2071(INI)'],Baxter,sujets santé de la commission ENVI ; plan cancer et pénuries des médicaments.,['ENVI'],A distance,Shadow rapporteur,30/04/2020
Véronique TRILLET-LENOIR,197593,France,RE,['Pénuries de médicaments 2020/0000(INI) et Évaluation des technologies de la santé 2018/0018 (COD)'],Johnson & Johnson,"COVID-19, stratégie pharmaceutique, plan européen contre le cancer, évaluation des technologies de santé et santé numérique",['ENVI'],A distance,Shadow rapporteur,28/04/2020
Véronique TRILLET-LENOIR,197593,France,RE,['Évaluation des technologies de la santé 2018/0018 (COD)'],MedTech,règlements relatifs aux dispositifs médicaux et évaluation des technologies de la santé,['ENVI'],A distance,Shadow rapporteur,28/04/2020
Véronique TRILLET-LENOIR,197593,France,RE,[''],International Alliance for biological standardization (IABS),vaccins en Europe,['ENVI'],A distance,Member,28/04/2020
Véronique TRILLET-LENOIR,197593,France,RE,,Institut national de recherche en sciences et technologies du numérique (INRIA),Applications de contact tracing,,A distance,Member,27/04/2020
Véronique TRILLET-LENOIR,197593,France,RE,,"Centre européen de contrôle et de prévention des maladies (ECDC), Organisation mondiale de la santé (OMS), Haut commissariat à l'intelligence artificielle et au Covid19 de la Communauté autonome de Valence en Espagne, Google, Apple, DP3T, Superviseur européen de la protection des données, Access now, DG CNECT (Commission européenne)",applications de contact tracing,,Webinar public organisé par Renew Europe,Member,24/04/2020
Véronique TRILLET-LENOIR,197593,France,RE,['Pénuries de médicaments 2020/0000(INI) et Évaluation des technologies de la santé 2018/0018 (COD)'],European Society for Medical Oncology (ESMO),"Lutte contre le Cancer, pénuries de médicaments, évaluation des technologies de la santé, Covid 19",['ENVI'],A distance,Shadow rapporteur,23/04/2020
Véronique TRILLET-LENOIR,197593,France,RE,['Pénuries de médicaments 2020/2071(INI)'],Commission médicale d'établissement de l'Assistance publique - Hôpitaux de Paris (CME APHP),Pénuries de médicaments,['ENVI'],A distance,Shadow rapporteur,22/04/2020
Véronique TRILLET-LENOIR,197593,France,RE,,PEPP PT,conférence téléphoniquee organisée par Peter Liese sur les applications de contact tracing,,A distance,Member,20/04/2020
Véronique TRILLET-LENOIR,197593,France,RE,[''],Mission Board Cancer - Horizon Europe,Lutte contre le cancer,['ENVI'],A distance,Member,20/04/2020
Véronique TRILLET-LENOIR,197593,France,RE,['Pénuries de médicaments 2020/2071(INI)'],Académie nationale de pharmacie (France),Pénuries de médicaments,['ENVI'],A distance,Shadow rapporteur,20/04/2020
Véronique TRILLET-LENOIR,197593,France,RE,['Évaluation des technologies de la santé 2018/0018 (COD)'],Comité Permanent des Médecins Européens,Evaluation des technologies de la santé,['ENVI'],Parlement européen,Shadow rapporteur,12/02/2020
Véronique TRILLET-LENOIR,197593,France,RE,,Comité pour la Transalpine,Liaison ferroviaire Lyon-Turin,,Parlement européen,Member,11/02/2020
Véronique TRILLET-LENOIR,197593,France,RE,[''],European Federation of National Organisations Working with the Homeless (FEANTSA),Housing First (APA only),['EMPL'],Brussels,Member,06/02/2020
Véronique TRILLET-LENOIR,197593,France,RE,,"Institut Carnot Curie cancer, Cour des comptes, Mission board - Mission Cancer - Horizon Europe, Organisation of European Cancer Institutes, Haut Conseil de santé publique, Federation of European Academies of medecine, Institut Curie, European Society for Paediatric Oncology, Ligue contre le cancer, Université de Genève, Université Claude Bernard Lyon 1, CHU de Saint Etienne, Inspection générale des affaires sociales, Cancéropôle CLARA, Imagine for Margo - Children without cancer, Université de Grenoble-Alpes, Institut national du cancer",Déjeuner à l'occasion du lancement des discussions sur le plan européen contre le cancer,,Parlement européen,Member,04/02/2020
Véronique TRILLET-LENOIR,197593,France,RE,,"Haut Conseil de la Santé Publique, Cour des comptes",Plan européen de lutte contre le cancer,,Parlement européen,Member,04/02/2020
Véronique TRILLET-LENOIR,197593,France,RE,[''],European Centre for Disease prevention and Control (ECDC),Suivi de la situation relative au coronavirus,['ENVI'],Parlement européen,Member,04/02/2020
Véronique TRILLET-LENOIR,197593,France,RE,"['', '']",European Chemicals Agency (ECHA),Produits chimiques,"['EMPL', 'ENVI']",Parlement européen,Member,03/02/2020
Véronique TRILLET-LENOIR,197593,France,RE,['Évaluation des technologies de la santé 2018/0018 (COD)'],Bristol - Myers Squibb,Évaluation des technologies de la santé - Lutte contre le cancer,['ENVI'],Parlement européen,Shadow rapporteur,29/01/2020
Véronique TRILLET-LENOIR,197593,France,RE,[''],European Society for Medical Oncology,Parrainage d'un événement sur les cancers pédiatriques,['ENVI'],Parlement européen,Member,28/01/2020
Véronique TRILLET-LENOIR,197593,France,RE,[''],European Chronic Disease Alliance,dossiers santé de la commission ENVI,['ENVI'],Parlement européen,Member,23/01/2020
Véronique TRILLET-LENOIR,197593,France,RE,,Mission Board - Cancer Mission - Horizon Europe,Recherche contre le cancer,,Parlement européen,Member,23/01/2020
Véronique TRILLET-LENOIR,197593,France,RE,[''],British Medical Association,Impact du Breit dans le domaine de la santé,['ENVI'],Parlement européen,Member,21/01/2020
Véronique TRILLET-LENOIR,197593,France,RE,['Évaluation des technologies de la santé 2018/0018 (COD)'],"Merck, Sharp and Dhome (MSD)",Évaluation des technologies de la santé - dossiers santé de la commission ENVI,['ENVI'],Parlement européen,Shadow rapporteur,15/01/2020
Véronique TRILLET-LENOIR,197593,France,RE,[''],Université Paris Nord,Nutri-score,['ENVI'],Parlement européen,Member,14/01/2020
Véronique TRILLET-LENOIR,197593,France,RE,['Évaluation des technologies de la santé 2018/0018 (COD)'],Leem (organisation professionnelle des entreprises du médicament opérant en France),Évaluation des technologies de la santé - Dossiers santé de la commission ENVI,['ENVI'],Parlement européen,Shadow rapporteur,14/01/2020
Véronique TRILLET-LENOIR,197593,France,RE,"['', '']",Médecins du Monde,Inégalités de santé,"['EMPL', 'ENVI']",Parlement européen,Member,08/01/2020
Véronique TRILLET-LENOIR,197593,France,RE,[''],Union européenne de l'hospitalisation privée,Politique environnementale des établissements de santé,['ENVI'],Parlement européen,Member,19/12/2019
Véronique TRILLET-LENOIR,197593,France,RE,[''],Anti Cancer Fund,Lutte contre le cancer,['ENVI'],Parlement européen,Member,11/12/2019
Véronique TRILLET-LENOIR,197593,France,RE,[''],European Alcohol Policy Alliance,Prévention en santé,['ENVI'],Parlement européen,Member,11/12/2019
Véronique TRILLET-LENOIR,197593,France,RE,[''],ECCO - European CanCer Organisation,Conférence ECCO sur la lutte contre les cancers HPV,['ENVI'],Parlement européen,Member,10/12/2019
Véronique TRILLET-LENOIR,197593,France,RE,,Alliance nationale pour les sciences de la vie et de la santé (Aviesan),"Intelligence artificielle et santé, résistance antimicrobienne et nouveaux vaccins",,Parlement européen,Member,04/12/2019
Véronique TRILLET-LENOIR,197593,France,RE,[''],Etablissement français du sang,"Législation de l'Union sur le sang, les tissus et les cellules",['ENVI'],Parlement européen,Member,03/12/2019
Véronique TRILLET-LENOIR,197593,France,RE,[''],ECCO - Organisation européenne du Cancer,Lutte contre le cancer,['ENVI'],Parlement européen,Member,13/11/2019
Véronique TRILLET-LENOIR,197593,France,RE,,European Society for Paediatric Oncology (SIOP),Cancers pédiatriques,,Lyon,Member,25/10/2019
Véronique TRILLET-LENOIR,197593,France,RE,,Association Nationale des Pôles territoriaux et des Pays (ANPP),Fonds structurels européens et développement rural,,Parlement européen,Member,23/10/2019
Véronique TRILLET-LENOIR,197593,France,RE,[''],Stella Kyriakides - Commissioner-designate for Health,Plan européen contre le cancer,['ENVI'],Parlement européen,Member,23/10/2019
Véronique TRILLET-LENOIR,197593,France,RE,[''],Margaritis Schinas,Health inequalities,['EMPL'],Parlement européen,Member,21/10/2019
Véronique TRILLET-LENOIR,197593,France,RE,[''],Nestlé,Nutriscore,['ENVI'],Parlement européen,Member,08/10/2019
Véronique TRILLET-LENOIR,197593,France,RE,[''],"Commission européenne, DG Santé",Dossiers santé de la commission ENVI,['ENVI'],Parlement européen,Member,26/09/2019
Véronique TRILLET-LENOIR,197593,France,RE,,Centre international de Recherche sur le Cancer,Mission cancer d'Horizon Europe,,Parlement européen,Member,26/09/2019
Véronique TRILLET-LENOIR,197593,France,RE,[''],Syndicat National de l'Industrie des Technologies Médicales (SNITEM),Mise en oeuvre de la nouvelle réglementation sur les dispositifs médicaux,['ENVI'],Parlement européen,Member,24/09/2019
Véronique TRILLET-LENOIR,197593,France,RE,,"Agence nationale de sécurité sanitaire de l'alimentation, de l'environnement et du travail",Evaluation des risques des substances actives,,Parlement européen,Member,18/09/2019
Véronique TRILLET-LENOIR,197593,France,RE,[''],Organisation européenne du Cancer (conférence ECCO),Lutte contre le cancer,['ENVI'],Bruxelles,Member,12/09/2019
Véronique TRILLET-LENOIR,197593,France,RE,[''],MEDEF,Dossiers de la commission EMPL,['EMPL'],Parlement européen,Member,03/09/2019
Véronique TRILLET-LENOIR,197593,France,RE,[''],Union européenne de l'hospitalisation privée,Dossiers santé de la commission ENVI,['ENVI'],Parlement européen,Member,24/07/2019
Véronique TRILLET-LENOIR,197593,France,RE,[''],European Society for Paediatric Oncology,future législation sur les médicaments pédiatriques,['ENVI'],Parlement européen,Member,24/07/2019
Véronique TRILLET-LENOIR,197593,France,RE,[''],Ministère de la transition écologique,Futurs dossiers de la commission ENVI,['ENVI'],Parlement européen,Member,23/07/2019
Véronique TRILLET-LENOIR,197593,France,RE,"['', '']",Association of European Cancer Leagues,Plan européen pour vaincre le cancer,"['EMPL', 'ENVI']",Parlement européen,Member,10/07/2019
Véronique TRILLET-LENOIR,197593,France,RE,"['', '']",Représentation permanente de la France,Futurs dossiers des commissions ENVI et EMPL,"['EMPL', 'ENVI']",Parlement européen Strasbourg,Member,02/07/2019
Dragoş TUDORACHE,197665,Romania,RE,['A European strategy for data; Enduring European leadership in the digital age and an EU approach to AI.'],Casper Klynge,"The digital challenges and opportunities, especially the European AI strategy.",['LIBE'],Brussels,Rapporteur,09/09/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,KWF,IMCO committee,,Videoconference,Member,10/06/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,European Disability Forum,IMCO committee,,Videoconference,Member,09/06/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,ILGA-Europe,IMCO committee,,Videoconference,Member,09/06/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,DAMEN,IMCO committee,,Videoconference,Member,08/06/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,ActionAid,EMPL committee,,Videoconference,Member,03/06/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,ERGO Network,IMCO committee,,Videoconference,Member,02/06/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Collaborative Economy,EMPL committee,,Videoconference,Member,28/05/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,EDRi,IMCO committee,,Videoconference,Member,11/05/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Ecostandard,IMCO committee,,Videoconference,Member,07/05/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Eurocities,IMCO committee,,Videoconference,Member,07/05/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,The Shift,IMCO committee,,Videoconference,Member,06/05/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,TIC Council,IMCO committee,,Videoconference,Member,05/05/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,BIC Group,IMCO committee,,Videoconference,Member,05/05/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,The Architects’ Council of Europe,IMCO committee,,Videoconference,Member,04/05/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,YESclima,EMPL committee,,Videoconference,Member,30/04/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,ECI Housing for all,IMCO committee,,Videoconference,Member,30/04/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Renovate Europe,IMCO committee,,Videoconference,Member,29/04/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Housing Europe,EMPL committee,,Videoconference,Member,28/04/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,BEUC,IMCO committee,,Videoconference,Member,28/04/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,ESCO,IMCO committee,,Videoconference,Member,24/04/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,IUT,IMCO committee,,Videoconference,Member,23/04/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,ETUC,EMPL committee,,Videoconference,Member,21/04/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,International Union of Property Owners,IMCO committee,,Videoconference,Member,21/04/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Build Europe,IMCO committee,,Videoconference,Member,20/04/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,European Housing Forum,IMCO committee,,Videoconference,Member,20/04/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,FEANTSA,IMCO committee,,Videoconference,Member,15/04/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Netflix,IMCO committee,,Videoconference,Member,02/04/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Aedes,IMCO committee,,Videoconference,Member,01/04/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Eurofound,EMPL committee,,Videoconference,Member,31/03/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Verband der TÜV,IMCO committee,,Videoconference,Member,25/03/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Digital Leadership Institute,EMPL committee,,Brussels,Member,05/03/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,CEMR,IMCO committee,,Brussels,Member,05/02/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,EDiMA,IMCO Committee,,Brussels,Member,04/02/2020
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Meeting Corresponent,IMCO Committee,,Brussels,Member,12/12/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Uber,IMCO Committee,,Brussels,Member,10/12/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,European Alliance for Responsible R&D and Affordable Medicines,IMCO Committee,,Brussels,Member,09/12/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,European Women's Lobby,EMPL Committee,,Brussels,Member,03/12/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Civil Rights Defenders Belarus,EMPL Committee,,Brussels,Member,20/11/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,NBBU (MKB),EMPL Committee,,Brussels,Member,11/11/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Bits of Freedom,IMCO Committee,,Brussels,Member,11/11/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Zoologische Gesellschaft Frankfurt,IMCO Committee,,Brussels,Member,11/11/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,ESIP,IMCO Committee,,Brussels,Member,06/11/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,ECI Housing for All,IMCO Committee,,Brussels,Member,06/11/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Etsy,EMPL Committee,,Brussels,Member,04/11/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,International Union of Tenants,EMPL Committee,,Brussels,Member,04/11/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Stichting de Tussen voorziening,IMCO Committee,,Utrecht,Member,30/10/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,CLEPA,IMCO Committee,,Brussels,Member,23/10/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Plan International,EMPL Committee,,Brussels,Member,10/10/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Aedes,IMCO Committee,,Brussels,Member,08/10/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Amazon,IMCO Committee,,Brussels,Member,07/10/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Vereniging van Nederlandse Gemeenten,IMCO Committee,,Brussels,Member,07/10/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Stichting AAP,IMCO Committee,,Brussels,Member,07/10/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Vereniging Nederlandse Gemeenten,IMCO Committee,,Brussels,Member,07/10/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,IPPF European Network,EMPL Committee,,Brussels,Member,04/10/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,JEF Europe,Youth Engagement,,Brussels,Member,01/10/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Eurofound,EMPL Committee,,Brussels,Member,26/09/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Vereniging Nederlandse Gemeenten,IMCO Committee,,Brussels,Member,26/09/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,CNV,EMPL Committee,,Brussels,Member,25/09/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Aedes,EMPL Committee,,Brussel,Member,24/09/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,European Youth Forum,Youth engagement,,Brussels,Member,12/09/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,FNV,EMPL Committee,,Brussels,Member,10/09/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,VNO-NCW,IMCO Committee,,Brussels,Member,03/09/2019
Kim VAN SPARRENTAK,197870,Netherlands,Greens / EFA,,Airbnb,IMCO Committee,,Brussels,Member,23/07/2019
Marie-Pierre VEDRENNE,197502,France,RE,[''],Fédération Nationale Bovine,"Accords de libre-échange, sensibilité de la viande bovine et respect des normes de production",['INTA'],Visio conference,Member,15/07/2020
Marie-Pierre VEDRENNE,197502,France,RE,[''],CEFS - Comité Européen des Fabricants de Sucre,Sensibilité du sucre et application des chapitres sur le commerce et le développement durable dans les accords de libre-échange,['INTA'],Visio conference,Member,15/07/2020
Marie-Pierre VEDRENNE,197502,France,RE,[''],Boeing,Affaire Airbus/Boeing à l’OMC,['INTA'],Visio conference,Member,13/07/2020
Marie-Pierre VEDRENNE,197502,France,RE,[''],Afruibana,"Commerce, Pacte vert et durabilité production bananes en Afrique",['INTA'],Visio conference,Member,13/07/2020
Marie-Pierre VEDRENNE,197502,France,RE,[''],Mouvement des entreprises de France,Réglement enforcement et mécanisme de filtrage des investissements,['INTA'],A distance,Member,20/05/2020
Marie-Pierre VEDRENNE,197502,France,RE,[''],Airbus,"Situation du secteur aéronautique, évolution du cas OMC Airbus/ Boeing",['INTA'],A distance,Member,20/05/2020
Marie-Pierre VEDRENNE,197502,France,RE,['Enforcement'],AEGIS,Réglement enforcement,['INTA'],A distance,Rapporteur,18/05/2020
Marie-Pierre VEDRENNE,197502,France,RE,[''],Compagnie Nationale des Conseils en Propriété intédustrielle,"Protection, défense et valorisation des droits de propriété intellectuelle",['INTA'],A distance,Member,05/05/2020
Marie-Pierre VEDRENNE,197502,France,RE,[''],AmCham EU,Conséquences de la crise du Covid19 au niveau économique et commercial,['INTA'],A distance,Member,04/05/2020
Marie-Pierre VEDRENNE,197502,France,RE,[''],Téréos,Situations secteur éthanol et conséquences crise du covid19,['INTA'],A distance,Member,04/05/2020
Marie-Pierre VEDRENNE,197502,France,RE,[''],Arcelor Mittal,Situation secteur sidérurgique et conséquences crise covid19,['INTA'],A distance,Member,15/04/2020
Marie-Pierre VEDRENNE,197502,France,RE,[''],Mouvement des entreprises de France,Instrument de réciprocité et accès aux marchés publics,['INTA'],Bruxelles,Member,19/02/2020
Marie-Pierre VEDRENNE,197502,France,RE,[''],Netflix,"Présentation de l’organisation, droits d’auteur et géo-blocage",['INTA'],Parlement européen - Bruxelles,Member,03/02/2020
Marie-Pierre VEDRENNE,197502,France,RE,,CITI,Présentation de l'organisation,,Parlement européen - Bruxelles,Member,22/01/2020
Marie-Pierre VEDRENNE,197502,France,RE,[''],Fondapol,Présentation étude « l'europe face aux nationalismes économiques américain et chinois »,['INTA'],Parlement européen - Bruxelles,Member,22/01/2020
Marie-Pierre VEDRENNE,197502,France,RE,[''],Nord Stream 2 AG,Impact des sanctions Extraterritoriales américaines,['INTA'],Parlement européen - Bruxelles,Member,20/01/2020
Marie-Pierre VEDRENNE,197502,France,RE,[''],Euroalliages,"Secteur acier, anti-dumping",['INTA'],Parlement européen - Strasbourg,Member,15/01/2020
Marie-Pierre VEDRENNE,197502,France,RE,[''],TEVA,Secteur pharmaceutique et dossiers commerce international,['INTA'],Parlement européen - Strasbourg,Member,15/01/2020
Marie-Pierre VEDRENNE,197502,France,RE,[''],UNIFE,Présentation des résultats d’une étude sur les ambitions de l’industrie ferroviaire chinoise,['INTA'],Parlement européen - Strasbourg,Member,14/01/2020
Marie-Pierre VEDRENNE,197502,France,RE,[''],Eurogroup For Animals,Bien-être animal et commerce international,['INTA'],Parlement européen - Bruxelles,Member,09/01/2020
Marie-Pierre VEDRENNE,197502,France,RE,[''],FNIL - Fédération nationale de l’industrie laitière,Secteur laitier et commerce international,['INTA'],Parlement européen - Bruxelles,Member,09/01/2020
Marie-Pierre VEDRENNE,197502,France,RE,[''],Adie,Instruments européens pour la création d’emplois,['EMPL'],Parlement européen - Bruxelles,Member,08/01/2020
Marie-Pierre VEDRENNE,197502,France,RE,[''],Fair Trade Advocacy Office,Commerce équitable et devoir de diligence,['INTA'],Parlement européen - Bruxelles,Member,07/01/2020
Marie-Pierre VEDRENNE,197502,France,RE,[''],Adidas,Accord commercial avec le Vietnam,['INTA'],Parlement européen Strasbourg,Member,17/12/2019
Marie-Pierre VEDRENNE,197502,France,RE,,Club des Grandes entreprises,Actualité européenne et présentation des membres.,,Parlement européen Strasbourg,Member,17/12/2019
Marie-Pierre VEDRENNE,197502,France,RE,[''],Afruibana,Présentation secteur bananes ACP et accords commerciaux.,['INTA'],Parlement européen Bruxelles,Member,12/12/2019
Marie-Pierre VEDRENNE,197502,France,RE,[''],ACEA,Secteur de l'automobile et accords commerciaux,['INTA'],Parlement européen Bruxelles,Member,10/12/2019
Marie-Pierre VEDRENNE,197502,France,RE,[''],Digital Europe,Négociations e-commerce à l'OMC et commerce numérique,['INTA'],Parlement européen Bruxelles,Member,03/12/2019
Marie-Pierre VEDRENNE,197502,France,RE,[''],AmCham,Relations commerciales UE-US,['INTA'],Parlement européen Strasbourg,Member,27/11/2019
Marie-Pierre VEDRENNE,197502,France,RE,[''],Business Europe,Politique commerciale UE,['INTA'],Parlement européen Bruxelles,Member,14/11/2019
Marie-Pierre VEDRENNE,197502,France,RE,[''],Représentation européenne des Institutions francaises de Sécurité sociale,Echanges sur le réglement de coordination des systèmes de sécurité sociale,['EMPL'],Parlement européen Bruxelles,Member,12/11/2019
Marie-Pierre VEDRENNE,197502,France,RE,[''],Medef,Règlement Biens à double usage,['INTA'],Parlement européen Bruxelles,Member,12/11/2019
Marie-Pierre VEDRENNE,197502,France,RE,,Medef,Dossiers européens et liens avec la Bretagne,,Parlement européen Bruxelles,Member,06/11/2019
Marie-Pierre VEDRENNE,197502,France,RE,[''],Tereos,"Secteur du sucre et de l'éthanol dans les accords commerciaux, Mercosur.",['INTA'],Parlement européen Bruxelles,Member,06/11/2019
Marie-Pierre VEDRENNE,197502,France,RE,[''],Civil Rights Defenders,Accord commercial avec le Vietnam,['INTA'],Parlement européen Bruxelles,Member,05/11/2019
Marie-Pierre VEDRENNE,197502,France,RE,[''],Fédération des Exportateurs de Vins et Spiritueux de France,Mesures de rétorsion États-Unis,['INTA'],Parlement européen Bruxelles,Member,04/11/2019
Marie-Pierre VEDRENNE,197502,France,RE,,Association Nationale des Pôles territoriaux et des Pays,Programme LEADER,,Parlement européen Strasbourg,Member,23/10/2019
Marie-Pierre VEDRENNE,197502,France,RE,,Fédération européenne de la joaillerie,Présentation du secteur et Règlement Minerais de conflit,,Parlement européen Stasbourg,Member,23/10/2019
Marie-Pierre VEDRENNE,197502,France,RE,[''],Euro Foie Gras,Dossiers commerce international,['INTA'],Parlement européen Strasbourg,Member,22/10/2019
Marie-Pierre VEDRENNE,197502,France,RE,,Euronews,Financements européens,,Parlement européen Strasbourg,Member,22/10/2019
Marie-Pierre VEDRENNE,197502,France,RE,[''],Groupe Renault,Secteur automobile et commerce international,['INTA'],Parlement européen Strasbourg,Member,22/10/2019
Marie-Pierre VEDRENNE,197502,France,RE,[''],Confédération générale des planteurs de betteraves,Secteurs du sucre et de l'éthanol dans les accords commerciaux,['INTA'],Parlement européen Strasbourg,Member,22/10/2019
Marie-Pierre VEDRENNE,197502,France,RE,[''],European Federation of Origin Wines,Échanges sur les dossiers commerce international et les indications géographiques,['INTA'],Parlement européen Bruxelles,Member,16/10/2019
Marie-Pierre VEDRENNE,197502,France,RE,[''],Eurodom,Rencontre avec les représentants des producteurs de bananes des régions ultrapériphériques,['INTA'],Parlement européen Bruxelles,Member,10/10/2019
Marie-Pierre VEDRENNE,197502,France,RE,[''],Foreign Economic Relations Board of Turkey - DEIK,Relations commerciales UE-Turquie -DEIK,['INTA'],Parlement européen Bruxelles,Member,02/10/2019
Marie-Pierre VEDRENNE,197502,France,RE,[''],Arcelor Mittal,Sidérurgie en matière de commerce international et clauses de sauvegarde,['INTA'],Parlement européenn Bruxelles,Member,02/10/2019
Marie-Pierre VEDRENNE,197502,France,RE,[''],FESI,Secteur textile et accord de libre-échange UE-Vietnam,['INTA'],Parlement européen Bruxelles,Member,01/10/2019
Marie-Pierre VEDRENNE,197502,France,RE,[''],E3P0,Commerce international et accès aux marchés publics,['INTA'],Parlement euroépen Bruxelles,Member,26/09/2019
Marie-Pierre VEDRENNE,197502,France,RE,[''],Institut Delors,"Commerce International, OMC, respect des normes environnementales",['INTA'],Parlement européen Bruxelles,Member,25/09/2019
Marie-Pierre VEDRENNE,197502,France,RE,[''],Fern - Forest and Trade compaigner,Lutte contre la déforestation dans le commerce international,['INTA'],Parlement européen Bruxelles,Member,25/09/2019
