epid,mep,role,country,group,location,title,lobbyists,mep,dossier,committees,date
197392,Evin INCIR,Member,Sweden,S&D,Bryssel,Möte,UNWRA,Evin INCIR,,,26/09/2019
197392,Evin INCIR,Member,Sweden,S&D,Bryssel,Möte,Rädda barnen,Evin INCIR,,,24/09/2019
197392,Evin INCIR,Member,Sweden,S&D,Bryssel,Möte,Afrosvenskarnas forum för rättvisa/European network against racism,Evin INCIR,,,24/09/2019
197392,Evin INCIR,Member,Sweden,S&D,Bryssel,Möte,Sveriges EU-ambassadör,Evin INCIR,,,24/09/2019
197392,Evin INCIR,Member,Sweden,S&D,Bryssel,Möte,European Armenian Federation for Justice and Democracy,Evin INCIR,,,17/09/2019
197392,Evin INCIR,Member,Sweden,S&D,Strasbourg,Möte,EU-kommissionär med ansvar för handelsfrågor,Evin INCIR,,,17/09/2019
197392,Evin INCIR,Shadow rapporteur,Sweden,S&D,European Parliament,EU development and humanitarian aid,IPPF,Evin INCIR,['OPINION on the draft general budget of the European Union for the financial year 2020'],['DEVE'],09/09/2019
197392,Evin INCIR,Member,Sweden,S&D,Bryssel,Möte,Planned Parenthood Federation European Network,Evin INCIR,,,09/09/2019
197392,Evin INCIR,Member,Sweden,S&D,Bryssel,Telefonmöte,Reportrar utan gränser,Evin INCIR,,,09/09/2019
197392,Evin INCIR,Shadow rapporteur,Sweden,S&D,Stockholm,EU development and humanitarian aid,Diakonia,Evin INCIR,['OPINION on the draft general budget of the European Union for the financial year 2020'],['DEVE'],06/09/2019
197392,Evin INCIR,Shadow rapporteur,Sweden,S&D,Stockholm,EU development and humanitarian aid,Concord Sverige,Evin INCIR,['OPINION on the draft general budget of the European Union for the financial year 2020'],['DEVE'],06/09/2019
197392,Evin INCIR,Shadow rapporteur,Sweden,S&D,European Parliament,EU development and humanitarian aid,"We Effect, Svensk Kooperation",Evin INCIR,['OPINION on the draft general budget of the European Union for the financial year 2020'],['DEVE'],03/09/2019
197392,Evin INCIR,Member,Sweden,S&D,Bryssel,Möte,HDP Bryssel,Evin INCIR,,,23/08/2019
197392,Evin INCIR,Member,Sweden,S&D,Stockholm,Möte,SIDA,Evin INCIR,,,14/08/2019
197392,Evin INCIR,Member,Sweden,S&D,Stockholm,Möte,Sveriges Civilminister,Evin INCIR,,,13/08/2019
197392,Evin INCIR,Member,Sweden,S&D,Stockholm,Möte med sveriges Handelsminister,Sveriges Handelsminister,Evin INCIR,,,12/08/2019
197392,Evin INCIR,Shadow rapporteur,Sweden,S&D,European Parliament,"EU budget, development and humanitarian aid",UNICEF,Evin INCIR,['General budget of the European Union for the financial year 2020 - all sections'],['DEVE'],25/07/2019
197392,Evin INCIR,Shadow rapporteur,Sweden,S&D,European Parliament,"EU budget, development and humanitarian aid","Save the Children, Oxfam, Voice, DSW",Evin INCIR,['General budget of the European Union for the financial year 2020 - all sections'],['DEVE'],23/07/2019
197392,Evin INCIR,Member,Sweden,S&D,Bryssel,Möte,Concord,Evin INCIR,,,23/07/2019
197392,Evin INCIR,Member,Sweden,S&D,Strasbourg,Möte,Svenskt näringsliv,Evin INCIR,,,17/07/2019
197840,Rasa JUKNEVIČIENĖ,Rapporteur,Lithuania,EPP,European Parliament (Brussels),NDICI as a tool against forced displacement,UNHCR,Rasa JUKNEVIČIENĖ,['NDICI'],['DEVE'],04/03/2020
197840,Rasa JUKNEVIČIENĖ,Member,Lithuania,EPP,European Parliament (Brussels),Agricultural subsidies,"Lietuvos ūkininkų sąjunga,, Lietuvos grudų augintojų asociacija, Lietuvos pieno gamintojų asociacija, Nenašių žemių asociacija, Žemdirbių taryba",Rasa JUKNEVIČIENĖ,,,19/02/2020
197840,Rasa JUKNEVIČIENĖ,Rapporteur,Lithuania,EPP,European Parliament (Brussels),"NDICI, Local Government",Platforma,Rasa JUKNEVIČIENĖ,['NDICI'],['DEVE'],17/02/2020
197840,Rasa JUKNEVIČIENĖ,Rapporteur,Lithuania,EPP,European Parliament (Brussels),Climate and Enviromental Elements of NDICI,Climate Action Network,Rasa JUKNEVIČIENĖ,['NDICI'],['DEVE'],07/02/2020
197840,Rasa JUKNEVIČIENĖ,Rapporteur,Lithuania,EPP,European Parliament (Brussels),NDICI Cluster 2,Generation Nutrition,Rasa JUKNEVIČIENĖ,['NDICI'],['DEVE'],07/02/2020
197840,Rasa JUKNEVIČIENĖ,Rapporteur,Lithuania,EPP,European Parliament (Brussels),Tobacco Control in the EU development framework,Smoke Free Partnership,Rasa JUKNEVIČIENĖ,['NDICI'],['DEVE'],06/02/2020
197840,Rasa JUKNEVIČIENĖ,Member,Lithuania,EPP,"European Parliament, Brussels",Activities and priorities of SWIFT,SWIFT,Rasa JUKNEVIČIENĖ,['-'],['AFET'],08/01/2020
197840,Rasa JUKNEVIČIENĖ,Rapporteur,Lithuania,EPP,European Parliament (Strasbourg),"Activities and priorities of CONCORD, NDICI",CONCORD,Rasa JUKNEVIČIENĖ,['NDICI'],['DEVE'],27/11/2019
197840,Rasa JUKNEVIČIENĖ,Rapporteur,Lithuania,EPP,European Parliament (Brussels),Activities and priorities of AfriCo,AfriCo,Rasa JUKNEVIČIENĖ,['NDCI'],['DEVE'],14/11/2019
197840,Rasa JUKNEVIČIENĖ,Rapporteur,Lithuania,EPP,European Parliament,NDICI,ONE,Rasa JUKNEVIČIENĖ,['NDICI'],['DEVE'],05/11/2019
197840,Rasa JUKNEVIČIENĖ,Rapporteur,Lithuania,EPP,European Parliament (Brussels),"Activities and priorities of EPLO, NDCI",EPLO,Rasa JUKNEVIČIENĖ,['NDICI'],['DEVE'],17/10/2019
197840,Rasa JUKNEVIČIENĖ,Rapporteur,Lithuania,EPP,"European Parliament, Brussels",NDICI,European Peace Building Liaison Office,Rasa JUKNEVIČIENĖ,['NDICI'],['DEVE'],17/10/2019
197767,Eugen JURZYCA,Member,Slovakia,ECR,Bratislava,Biofuels in EU,"Association of Industry, Agriculture and Services",Eugen JURZYCA,,,31/01/2020
197767,Eugen JURZYCA,Rapporteur,Slovakia,ECR,Brussels,Discussion about the regulation,European Crowdfunding Network,Eugen JURZYCA,['European crowdfunding service providers (ECSP) for business'],['ECON'],05/11/2019
197767,Eugen JURZYCA,Rapporteur,Slovakia,ECR,Bratislava,Crowdfunding in Slovakia,Fórum kreatívneho priemyslu,Eugen JURZYCA,['European crowdfunding service providers (ECSP) for business'],['ECON'],16/10/2019
197585,Pierre KARLESKIND,Member,France,RE,Bruxelles,Gouvernance maritime,Elèves de l'école nationale de sécurité et d'administration de la Mer,Pierre KARLESKIND,[''],['TRAN'],19/02/2020
197585,Pierre KARLESKIND,Member,France,RE,Strasbourg,Brexit,Task-force pour les relations avec le Royaume-Uni,Pierre KARLESKIND,[''],['PECH'],11/02/2020
197585,Pierre KARLESKIND,Member,France,RE,Strasbourg,Transport Maritime,"Jean-Baptiste Djebbari, Secrétaire d'État auprès de la ministre de la Transition écologique et solidaire, chargé des Transports",Pierre KARLESKIND,[''],['TRAN'],11/02/2020
197585,Pierre KARLESKIND,Member,France,RE,Bruxelles,Aquaculture,comité régional de la conchyliculture Bretagne sud,Pierre KARLESKIND,[''],['PECH'],04/02/2020
197585,Pierre KARLESKIND,Member,France,RE,Strasbourg,Fisheries,DG MARE,Pierre KARLESKIND,[''],['PECH'],30/01/2020
197585,Pierre KARLESKIND,Member,France,RE,Strasbourg,Pêche,Food and Agriculture Organization (FAO),Pierre KARLESKIND,[''],['PECH'],30/01/2020
197585,Pierre KARLESKIND,Member,France,RE,Bruxelles,Recherche,"Fondation Schuman, Institut Jacques Delors",Pierre KARLESKIND,[''],['PECH'],30/01/2020
197585,Pierre KARLESKIND,Member,France,RE,PARIS,Conférence CNRS,CNRS,Pierre KARLESKIND,[''],['PECH'],27/01/2020
197585,Pierre KARLESKIND,Member,France,RE,Bruxelles,Politique commune de la pêche,"Commissaire à l'environnement, à l'océan et à la pêche",Pierre KARLESKIND,[''],['PECH'],22/01/2020
197585,Pierre KARLESKIND,Member,France,RE,Bruxelles,Pêche durable,Blue Fish,Pierre KARLESKIND,[''],['PECH'],20/01/2020
197585,Pierre KARLESKIND,Member,France,RE,Strasbourg,Marchés publics,Ministre néerlandais,Pierre KARLESKIND,[''],['IMCO'],16/01/2020
197585,Pierre KARLESKIND,Member,France,RE,Strasbourg,Armateurs de France,Armateurs de France,Pierre KARLESKIND,[''],['TRAN'],15/01/2020
197585,Pierre KARLESKIND,Member,France,RE,Bruxelles,L'intégration de l'économie sociale et solidaire dans les marchés publics,"CESE, Social Europe, European Commission",Pierre KARLESKIND,[''],['IMCO'],18/11/2019
197585,Pierre KARLESKIND,Member,France,RE,Bruxelles,Eoliennes maritimes,Federation de l'Eolien européen,Pierre KARLESKIND,[''],['TRAN'],14/11/2019
197585,Pierre KARLESKIND,Member,France,RE,Bruxelles,European Sea Ports,European Sea Ports Organisation,Pierre KARLESKIND,[''],['TRAN'],13/11/2019
197585,Pierre KARLESKIND,Member,France,RE,Bruxelles,"Digital Services Act, Numérique",Orange,Pierre KARLESKIND,[''],['IMCO'],06/11/2019
197585,Pierre KARLESKIND,Member,France,RE,Bruxelles,Marché Intérieur,MEDEF,Pierre KARLESKIND,[''],['IMCO'],06/11/2019
197585,Pierre KARLESKIND,Member,France,RE,Bruxelles,Responsible and sustainable finance,Better finance,Pierre KARLESKIND,[''],['IMCO'],06/11/2019
197585,Pierre KARLESKIND,Member,France,RE,Bruxelles,Ambassadeur du Mexique auprès de l'UE,Mexican Ambassador to the EU,Pierre KARLESKIND,,,05/11/2019
197585,Pierre KARLESKIND,Member,France,RE,Bruxelles,"Cybersécurité, identité numérique",Alliance pour la Confiance Numérique,Pierre KARLESKIND,[''],['IMCO'],05/11/2019
197585,Pierre KARLESKIND,Member,France,RE,Bruxelles,Economie sociale et solidaire,Cooperative Europe,Pierre KARLESKIND,[''],['IMCO'],05/11/2019
197585,Pierre KARLESKIND,Member,France,RE,Bruxelles,Marché Intérieur,Business Europe,Pierre KARLESKIND,[''],['IMCO'],05/11/2019
197585,Pierre KARLESKIND,Member,France,RE,Bruxelles,Présentation de l'organisation et FEAMP,Europêche,Pierre KARLESKIND,[''],['PECH'],05/11/2019
197585,Pierre KARLESKIND,Member,France,RE,Bruxelles,Brexit,Comité Régional des pêches maritimes et des élevages marins de Bretagne,Pierre KARLESKIND,[''],['PECH'],09/10/2019
197585,Pierre KARLESKIND,Member,France,RE,Bruxelles,Pêche de loisir,EAA/EFTTA,Pierre KARLESKIND,[''],['PECH'],09/10/2019
197585,Pierre KARLESKIND,Member,France,RE,Bruxelles,"Paquet mobilité, intermodalité",FNTR Fédération nationale du transport routier,Pierre KARLESKIND,[''],['TRAN'],08/10/2019
197585,Pierre KARLESKIND,Member,France,RE,Bruxelles,"Digital Services Act, Artificial Intelligence",ETNO,Pierre KARLESKIND,[''],['IMCO'],01/10/2019
197585,Pierre KARLESKIND,Shadow rapporteur,France,RE,Bruxelles,FEAMP,Bloom,Pierre KARLESKIND,['Règlement sur le Fonds européen pour les affaires maritimes et de la pêche (FEAMP)'],['PECH'],01/10/2019
197585,Pierre KARLESKIND,Member,France,RE,Bruxelles,Transport maritime,Corsica Linea,Pierre KARLESKIND,[''],['TRAN'],25/09/2019
197585,Pierre KARLESKIND,Member,France,RE,Strasbourg,"Enjeux des Commissions IMCO et TRAN: marchés/commandes publics, RTE-T","UNIFE, Industry4Europe",Pierre KARLESKIND,"['', '']","['IMCO', 'TRAN']",18/09/2019
197585,Pierre KARLESKIND,Member,France,RE,Strasbourg,"Protection des consommateurs, notamment à l'ère du numérique",Centre européen des consommateurs,Pierre KARLESKIND,[''],['IMCO'],18/09/2019
197585,Pierre KARLESKIND,Member,France,RE,Strasbourg,"Enjeux de la mandature relatifs au numérique, la diversité culturelle et les droits des auteurs",Société des Auteurs et Compositeurs Dramatiques,Pierre KARLESKIND,[''],['IMCO'],17/09/2019
197585,Pierre KARLESKIND,Member,France,RE,Strasbourg,Investissement de long-terme,"Caisse des dépôts et consignations, Banque Publique d'Investissement",Pierre KARLESKIND,,,17/09/2019
197585,Pierre KARLESKIND,Member,France,RE,Lorient,"Mise en oeuvre de la PCP, FEAMP et Brexit",Comité Régional des pêches maritimes et des élevages marins de Bretagne,Pierre KARLESKIND,[''],['PECH'],10/09/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Stockholm,Möte/ introduktion med Sveriges ungdomsdelegater till FN 2020,Sveriges ungdomsdelegater till FN 2020,Karin KARLSBRO,,,26/05/2020
197401,Karin KARLSBRO,Member,Sweden,RE,Stockholm,Exchange of views,"Sveriges EU representation, Handelsgruppen",Karin KARLSBRO,[''],['INTA'],30/04/2020
197401,Karin KARLSBRO,Rapporteur,Sweden,RE,Stockholm,Exchange of views,Naturskyddsföreningen,Karin KARLSBRO,['INTA/9/01956'],['INTA'],20/04/2020
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Exchange of views,Svenskt Näringsliv samverkansgrupp Näringspolitik & Påverkan,Karin KARLSBRO,[''],['INTA'],03/03/2020
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Introduction,"Sveriges EU representation, Handelsgruppen",Karin KARLSBRO,[''],['INTA'],03/03/2020
197401,Karin KARLSBRO,Member,Sweden,RE,Stockholm,Exchange of views,Svenskt Näringsliv,Karin KARLSBRO,[''],['INTA'],23/02/2020
197401,Karin KARLSBRO,Shadow rapporteur,Sweden,RE,Strasbourg,Exchange of views,Delegater från Vietnams regering och parlament,Karin KARLSBRO,['EU-Vietnam Free Trade Agreement (EVFTA) EU-Vietnam Investment Protection Agreement'],['INTA'],11/02/2020
197401,Karin KARLSBRO,Shadow rapporteur,Sweden,RE,Strasbourg,Exchange of views on Vietnam,European Chamber of Commerce in Vietnam,Karin KARLSBRO,['EU-Vietnam Free Trade Agreement (EVFTA) EU-Vietnam Investment Protection Agreement (EVIPA)'],['INTA'],10/02/2020
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Exchange of views,Naturskyddsföreningen,Karin KARLSBRO,[''],['ENVI'],04/02/2020
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Introduction,CNRP Cambodia,Karin KARLSBRO,[''],['INTA'],04/02/2020
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Introduction,Belarus ambassad,Karin KARLSBRO,,,03/02/2020
197401,Karin KARLSBRO,Shadow rapporteur,Sweden,RE,Bryssel,Exchange of views,ILO Bryssel,Karin KARLSBRO,['EU-Vietnam Free Trade Agreement (EVFTA) EU-Vietnam Investment Protection Agreement'],['INTA'],29/01/2020
197401,Karin KARLSBRO,Shadow rapporteur,Sweden,RE,Bryssel,Exchange of views on Vietnam,EU ambassadören till Vietnam,Karin KARLSBRO,['EU-Vietnam Free Trade Agreement (EVFTA) EU-Vietnam Investment Protection Agreement'],['INTA'],28/01/2020
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Introduction,UK gov,Karin KARLSBRO,[''],['INTA'],13/01/2020
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Introduction,UNIFE,Karin KARLSBRO,,,27/11/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Introduction,Kazakhstan Embassy,Karin KARLSBRO,,,27/11/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Introduction,AmCham,Karin KARLSBRO,[''],['INTA'],26/11/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Exchange of views,Svenskt näringsliv,Karin KARLSBRO,,,14/11/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Exchange of views,Svenskt näringsliv,Karin KARLSBRO,[''],['INTA'],07/11/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Introduction,FORATOM,Karin KARLSBRO,[''],['ENVI'],07/11/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Introduction,CAN,Karin KARLSBRO,[''],['ENVI'],06/11/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Introduction,Jernkontoret,Karin KARLSBRO,[''],['ENVI'],06/11/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Exchange of views on Vietnamn and Mercosur,Copa-Cogeca,Karin KARLSBRO,,,04/11/2019
197401,Karin KARLSBRO,Rapporteur,Sweden,RE,Bryssel,Introduction,FERN and Global Witness,Karin KARLSBRO,['2020/2016 (INL)'],['INTA'],04/11/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Introduction,EU kommissionen/ DG Trade,Karin KARLSBRO,[''],['INTA'],23/10/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Introduction,Malta permanent representation,Karin KARLSBRO,,,22/10/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Exchange of views,Stora Enso,Karin KARLSBRO,[''],['INTA'],01/10/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Exchange of views,Energiföretagen,Karin KARLSBRO,,,01/10/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Exchange of views,SEKAB,Karin KARLSBRO,[''],['INTA'],01/10/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Exchange of views,Kvinna till Kvinna,Karin KARLSBRO,,,25/09/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Exchange of views,Rädda Barnen,Karin KARLSBRO,,,25/09/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Introduction,EU kommissionen / DG trade,Karin KARLSBRO,[''],['INTA'],25/09/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Exchange of views,Småland Blekinge Halland - South Sweden,Karin KARLSBRO,,,24/09/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Introduction,EU kommissionen /DG Trade,Karin KARLSBRO,[''],['INTA'],18/09/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Exchange of views,Volvo,Karin KARLSBRO,,,17/09/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Introduction,Kommerskollegium,Karin KARLSBRO,[''],['INTA'],13/09/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Exchange of views,Taiwans ambassad,Karin KARLSBRO,,,11/09/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Exchange of views,Federation of German Industries (BDI),Karin KARLSBRO,,,05/09/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Brussels,Introduction,EU kommissionen,Karin KARLSBRO,[''],['INTA'],05/09/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Exchange of views,Skogsindustrierna,Karin KARLSBRO,,,04/09/2019
197401,Karin KARLSBRO,Member,Sweden,RE,Bryssel,Introduction,Svenska regeringen,Karin KARLSBRO,[''],['INTA'],01/09/2019
197818,Billy KELLEHER,Member,Ireland,RE,Brussels,ECON priorities,Citi Bank,Billy KELLEHER,[''],['ECON'],22/01/2020
197818,Billy KELLEHER,Member,Ireland,RE,Brussels,Irish banking and payments sectors,Banking & Payments Federation Ireland (BPFI),Billy KELLEHER,[''],['ECON'],22/01/2020
197818,Billy KELLEHER,Member,Ireland,RE,Brussels,ECON priorities,"American Chamber of Commerce Ireland, Hewlett Packard Enterprise, JP Morgan",Billy KELLEHER,[''],['ECON'],19/11/2019
197406,Arba KOKALARI,Shadow rapporteur,Sweden,EPP,Stockholm (digital),Sustainable single market,Svensk Handel,Arba KOKALARI,['Towards a sustainable single market for business and consumers'],['IMCO'],16/04/2020
197406,Arba KOKALARI,Shadow rapporteur,Sweden,EPP,Stockholm (digital),A sustainable single market,Svenskt Näringsliv,Arba KOKALARI,['Towards a sustainable single market for business and consumers'],['IMCO'],17/03/2020
197406,Arba KOKALARI,Rapporteur,Sweden,EPP,Stockholm,Istanbul Convention and violence against women,Riksorganisationen för kvinnojourer och tjejjourer i Sverige (ROKS),Arba KOKALARI,['The EU accession to the Council of Europe Convention on preventing and combating violence against women and domestic violence'],['FEMM'],20/02/2020
197406,Arba KOKALARI,Rapporteur,Sweden,EPP,Strasbourg,Opinion on Istanbul Convention,Venice Commission,Arba KOKALARI,['The EU accession to the Council of Europe Convention on preventing and combating violence against women and domestic violence'],['FEMM'],11/02/2020
197406,Arba KOKALARI,Shadow rapporteur,Sweden,EPP,Brussels,A sustainable single market,Svenskt Näringsliv,Arba KOKALARI,['Towards a sustainable single market for business and consumers'],['IMCO'],28/01/2020
197546,Marcel KOLAJA,Shadow rapporteur,Czech Republic,Greens / EFA,World Wide Web,discussion about the Digital Services Act,Dropbox (496823921173-60),Marcel KOLAJA,['Digital Services Act: Improving the functioning of the Single Market (INL)'],['CULT'],21/04/2020
197546,Marcel KOLAJA,Shadow rapporteur,Czech Republic,Greens / EFA,Brussels,general discussion on digital topics including the Digital Services Act,Confederation of Czech Industry (9412010322-35),Marcel KOLAJA,['Digital Services Act: Improving the functioning of the Single Market (INL)'],['CULT'],04/03/2020
197546,Marcel KOLAJA,Shadow rapporteur,Czech Republic,Greens / EFA,Brussels,"discussion about Digital Services Act, especially when it comes to regulating on-line market places",LVMH (16094042309-21),Marcel KOLAJA,['Digital Services Act: Improving the functioning of the Single Market (INL)'],['CULT'],27/01/2020
197546,Marcel KOLAJA,Shadow rapporteur,Czech Republic,Greens / EFA,Brussels,discussion about the Digital Services Act,European Telecommunication Network Operators Association (08957111909-85),Marcel KOLAJA,['Digital Services Act: Improving the functioning of the Single Market (INL)'],['CULT'],20/01/2020
197546,Marcel KOLAJA,Shadow rapporteur,Czech Republic,Greens / EFA,Brussels,"discussion about future digital files, including the Digital Services Act",Google (03181945560-59),Marcel KOLAJA,['Digital Services Act: Improving the functioning of the Single Market (INL)'],['CULT'],09/01/2020
197546,Marcel KOLAJA,Rapporteur,Czech Republic,Greens / EFA,Brussels,discussion on Terrorist content online,Match Group (694419028666-26),Marcel KOLAJA,['Terrorism Regulation 2018/0331(COD)'],['IMCO'],07/11/2019
197546,Marcel KOLAJA,Rapporteur,Czech Republic,Greens / EFA,Brussels,"future digital files, including the Digital Services Act",European Internet Services Providers (54437813115-56),Marcel KOLAJA,['Terrorism Regulation 2018/0331(COD)'],['IMCO'],17/10/2019
197546,Marcel KOLAJA,Rapporteur,Czech Republic,Greens / EFA,Brussels,discussion about digital policy and fundamental rights,epicenter.works (881375334337-75),Marcel KOLAJA,['Terrorism Regulation 2018/0331(COD)'],['IMCO'],01/10/2019
197546,Marcel KOLAJA,Rapporteur,Czech Republic,Greens / EFA,Brussels,discussion about priorities and content moderation,Etsy (671163933953-21),Marcel KOLAJA,['Terrorism Regulation 2018/0331(COD)'],['IMCO'],01/10/2019
197546,Marcel KOLAJA,Rapporteur,Czech Republic,Greens / EFA,Brussels,"position on the Terrorism Regulation, Digital Services Act, and other digital files",Dropbox (496823921173-60),Marcel KOLAJA,['Terrorism Regulation 2018/0331(COD)'],['IMCO'],25/09/2019
197546,Marcel KOLAJA,Rapporteur,Czech Republic,Greens / EFA,Brussels,position on the Terrorism Regulation,Cloud Infrastructure Services Providers (041495920038-44),Marcel KOLAJA,['Terrorism Regulation 2018/0331(COD)'],['IMCO'],24/09/2019
197546,Marcel KOLAJA,Rapporteur,Czech Republic,Greens / EFA,Brussels,discussion about digital files,OLX Group (163637334390-19),Marcel KOLAJA,['Terrorism Regulation 2018/0331(COD)'],['IMCO'],11/09/2019
197546,Marcel KOLAJA,Rapporteur,Czech Republic,Greens / EFA,Brussels,discussion about ongoing and upcoming digital files,Mozilla (174457719063-67),Marcel KOLAJA,['Terrorism Regulation 2018/0331(COD)'],['IMCO'],10/09/2019
197445,Moritz KÖRNER,Member,Germany,RE,Straßburg,Introductory Meeting,Representatives IBM,Moritz KÖRNER,,,11/02/2020
197445,Moritz KÖRNER,Shadow rapporteur,Germany,RE,Brüssel,Introductory Meeting,French Telecom Federation,Moritz KÖRNER,['E-Evidence Package'],['LIBE'],30/01/2020
197445,Moritz KÖRNER,Member,Germany,RE,Brüssel,Introductory Meeting,Representatives Bundesdruckerei,Moritz KÖRNER,,,29/01/2020
197445,Moritz KÖRNER,Member,Germany,RE,Brüssel,Introductory Meeting,Representatives Brave,Moritz KÖRNER,,,22/01/2020
197445,Moritz KÖRNER,Shadow rapporteur,Germany,RE,Straßburg,Introductory Meeting,Representatives Telekom,Moritz KÖRNER,['E-Evidence Package'],['LIBE'],15/01/2020
197445,Moritz KÖRNER,Member,Germany,RE,Straßburg,Introductory Meeting,Representatives Facebook,Moritz KÖRNER,,,15/01/2020
197445,Moritz KÖRNER,Member,Germany,RE,Brüssel,Introductory Meeting,Representatives BSA - The Software Alliance,Moritz KÖRNER,,,11/12/2019
197445,Moritz KÖRNER,Member,Germany,RE,Brüssel,Introductory Meeting,Representatives Stiftung Familienunternehmen,Moritz KÖRNER,,,10/12/2019
197445,Moritz KÖRNER,Member,Germany,RE,Brüssel,Introductory Meeting,Representatives Johannes-Rau-Forschungsgemeinschaft,Moritz KÖRNER,,,10/12/2019
197445,Moritz KÖRNER,Shadow rapporteur,Germany,RE,Brüssel,E-Evidence,Representatives European Broadcasting Union,Moritz KÖRNER,['E-Evidence Package'],['LIBE'],05/12/2019
197445,Moritz KÖRNER,Shadow rapporteur,Germany,RE,Brüssel,Introductory Meeting,European Broadcasting Union,Moritz KÖRNER,['E-Evidence Package'],['LIBE'],05/12/2019
197445,Moritz KÖRNER,Member,Germany,RE,Brüssel,Introductory Meeting,Representatives Google,Moritz KÖRNER,,,05/12/2019
197445,Moritz KÖRNER,Member,Germany,RE,Brüssel,Introductory Meeting,Representatives ILGA-Europe,Moritz KÖRNER,,,04/12/2019
197445,Moritz KÖRNER,Member,Germany,RE,Brüssel,Introductory Meeting,Representatives epicenter.works – for digital rights,Moritz KÖRNER,,,04/12/2019
197445,Moritz KÖRNER,Member,Germany,RE,Brüssel,Introductory Meeting,Representatives BSA,Moritz KÖRNER,,,04/12/2019
197445,Moritz KÖRNER,Member,Germany,RE,Brüssel,Introductory Meeting,Representatives FRONTEX,Moritz KÖRNER,,,03/12/2019
197445,Moritz KÖRNER,Member,Germany,RE,Brüssel,Introductory Meeting,Representatives Verbraucherzentrale Bundesverband e.V.,Moritz KÖRNER,,,21/11/2019
197445,Moritz KÖRNER,Member,Germany,RE,Brüssel,Introductory Meeting,Vier Pfoten,Moritz KÖRNER,,,21/11/2019
197445,Moritz KÖRNER,Shadow rapporteur,Germany,RE,Brüssel,E-Evidence,Representatives Deutsche Telekom,Moritz KÖRNER,['E-Evidence Package'],['LIBE'],20/11/2019
197445,Moritz KÖRNER,Shadow rapporteur,Germany,RE,Brüssel,E-Evidence,Representatives Orange,Moritz KÖRNER,['E-Evidence Package'],['LIBE'],19/11/2019
197445,Moritz KÖRNER,Member,Germany,RE,Brüssel,Introductory Meeting,Representatives Bitkom,Moritz KÖRNER,,,19/11/2019
197445,Moritz KÖRNER,Member,Germany,RE,Brüssel,Introductory Meeting,Representatives Digitale Gesellschaft,Moritz KÖRNER,,,14/11/2019
197445,Moritz KÖRNER,Member,Germany,RE,Brüssel,Introductory Meeting,Representatives Handelsverband Deutschland,Moritz KÖRNER,,,05/11/2019
197445,Moritz KÖRNER,Member,Germany,RE,Straßburg,Introductory Meeting,Representatives Amazon,Moritz KÖRNER,,,22/10/2019
197445,Moritz KÖRNER,Member,Germany,RE,Straßburg,Introductory Meeting,Representatives Naturschutzbund,Moritz KÖRNER,,,22/10/2019
197445,Moritz KÖRNER,Member,Germany,RE,Brüssel,Introductory Meeting,Representatives Hikvision Digital Technology,Moritz KÖRNER,,,09/10/2019
197445,Moritz KÖRNER,Member,Germany,RE,Brüssel,Introductory Meeting,Representatives More than Shelters,Moritz KÖRNER,,,08/10/2019
