epid,mep,role,country,group,location,title,lobbyists,mep,dossier,committees,date
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Brussels,Austausch über Klima und Biodiversität,"Wolfgang Rades, Loro Parque",Martin HÄUSLING,[''],['ENVI'],04/12/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Brüssel,Gesprächsrunde mit Bürgermeistern aus der Metropolregion FrankfurtRheinMain,Bürgermeister aus der Metropolregion FrankfurtRheinMain,Martin HÄUSLING,,,19/11/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Brüssel,Teilnahme Konferenz Where is the organic sector going?,OPTA,Martin HÄUSLING,[''],['AGRI'],19/11/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Parlament,"Besuchergruppe ""Der Malser Weg""",Der Malser Weg aus Südtirol,Martin HÄUSLING,[''],['AGRI'],18/11/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Büro,Gespräch mit Henriette Schneider,Deutsche Umwelthilfe e. V.,Martin HÄUSLING,[''],['ENVI'],13/11/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Parlament,Slow Food Reception for Sustainable Food Systems,Slow Food Europe,Martin HÄUSLING,[''],['AGRI'],12/11/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Obermöllrich,Teilnahme an Gespächsreihe Glaubenssache,Kirche Obermöllrich,Martin HÄUSLING,,,10/11/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Düsseldorf,Teilnahme an VA zur Pestizidreduktion,Grüne NRW,Martin HÄUSLING,[''],['AGRI'],08/11/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Parlament,Teilnahme am 21. European Meat Forum,Internationalen Metzgermeister-Verband (IMV),Martin HÄUSLING,[''],['AGRI'],06/11/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Parlament,Treffen mit Indigenen Vertreter*innen aus Brasilien,"Indigene Vertreter Brasilien, und FERN",Martin HÄUSLING,[''],['AGRI'],06/11/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Büro,Treffen mit NGOs,"Greenpeace, Deutscher Naturschutzring, BUND, Deutscher Verband für Landschaftspflege",Martin HÄUSLING,"['', '']","['ENVI', 'AGRI']",06/11/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Brüssel,Tagung des Forstnetzwerkes,LV Rheinland Pfalz,Martin HÄUSLING,"['', '']","['ENVI', 'AGRI']",04/11/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Büro,Treffen mit Célia Nyssens,European Environmental Bureau,Martin HÄUSLING,[''],['ENVI'],24/10/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Straßburg,Treffen mit Lasse van Aken,Greenpeace,Martin HÄUSLING,[''],['ENVI'],23/10/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Straßburg,Rede auf der Good Food Good Farming Demo,Good Food Good Farming,Martin HÄUSLING,[''],['AGRI'],22/10/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Büro,Treffen mit Nicole Polsterer,Fern,Martin HÄUSLING,[''],['AGRI'],16/10/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,München,Teilnahme Verleihung Salus-Medienpreis als Nominierter,Salus Medienpreis,Martin HÄUSLING,,,10/10/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Büro,Treffen mit Jan Plagge,Bioland,Martin HÄUSLING,[''],['AGRI'],09/10/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Büro,Treffen mit Jasmin Zöllmer,PROVIEH,Martin HÄUSLING,[''],['AGRI'],09/10/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Haltern am See,Teilnahme am Grünen Waldkongress,Grüne NRW,Martin HÄUSLING,[''],['AGRI'],02/10/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Marburg,"Podiumsdiskussion Gentechnik iGEM Marburg ""Gentechnik - Fluch oder Segen?""",Universität Marburg,Martin HÄUSLING,[''],['AGRI'],26/09/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Parlament,Meeting with a Brazilian civil society delegation on the human right situation in Brazil,Brazilian civil society delegation,Martin HÄUSLING,,,25/09/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Parlament,Green 10 Reception,Green 10,Martin HÄUSLING,"['', '']","['ENVI', 'AGRI']",24/09/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Parlament,Animal Welfare Intergroup,Animal Welfare Intergroup,Martin HÄUSLING,[''],['AGRI'],19/09/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Telefon,Telefonat mit Uwe Kekeritz MdB,Uwe Kekeritz MdB Mitglied im Ausschuss für wirtschaftliche Zusammenarbeit und Entwicklung Sprecher für Entwicklungspolitik Bundestagsfraktion Bündnis 90 / Die Grünen,Martin HÄUSLING,,,18/09/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Büro,Treffen mit Stella Kyriakides,Designierte Kommissarin für Gesundheit,Martin HÄUSLING,[''],['ENVI'],17/09/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Parlament,Austausch mit BASF,BASF,Martin HÄUSLING,[''],['AGRI'],12/09/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Parlament,Besuchergruppe Slow Food Youth Akademie,Slow Food Youth Akademie,Martin HÄUSLING,[''],['AGRI'],12/09/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Parlament,Podiumsdiskussion: Wie stellen sich die Parteien die Zukunft der EU-Agrarpolitik vor?,Slow Food Youth Akademie,Martin HÄUSLING,[''],['AGRI'],12/09/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Büro,Treffen mit Jan Plagge,"Jan Plagge, Bioland",Martin HÄUSLING,"['', '']","['ENVI', 'AGRI']",12/09/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Büro,Treffen mit Staatssekretär Weinmeister,Staatssekretär für den Bereich Bundes- und Europaangelegenheiten in Hessen,Martin HÄUSLING,"['', '']","['ENVI', 'AGRI']",11/09/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,LV Rheinland Pfalz,Lunch Debate Ökolandbau,LV RLP,Martin HÄUSLING,[''],['AGRI'],10/09/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Büro,Treffen Michael Hansmann,Brot für die Welt,Martin HÄUSLING,[''],['ENVI'],10/09/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,LV Rheinland-Pfalz,"Treffen mit Ulrike Höfken, Umweltministerin Rheinland-Pfalz","Ulrike Höfken, Umweltministerin Rheinland-Pfalz",Martin HÄUSLING,[''],['ENVI'],10/09/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,EP,Cocktail Empfang Copa Cogeca,Copa Cogeca,Martin HÄUSLING,[''],['AGRI'],04/09/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Büro,Treffen mit Janusz Wojciechowski,Janusz Wojciechowski designierter Agrarkommissar,Martin HÄUSLING,[''],['AGRI'],03/09/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Büro,Treffen mit GD ENV zur Nitratrichtlinie,Kommission,Martin HÄUSLING,"['', '']","['ENVI', 'AGRI']",24/07/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Büro,"Treffen mit Jürgen Weiss, StäV",Leiter Abteilung Agrar in der Ständigen Vertretung Deutschlands bei der EU,Martin HÄUSLING,[''],['AGRI'],23/07/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Berlin,"Studienvorstellung ""Neue Gentechnik""",No,Martin HÄUSLING,[''],['ENVI'],19/07/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,Büro,Treffen mit Ministerin Puttrich,Hessische Landesministerin für Bundes- und Europaangelegenheite,Martin HÄUSLING,,,17/07/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,MEP Bar,"Termin mit Klaus Müller, vzbv",Verbraucherzentrale,Martin HÄUSLING,[''],['ENVI'],09/07/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,EP,Treffen mit Winzer-Verband,Winzer-Verband,Martin HÄUSLING,[''],['AGRI'],09/07/2019
96752,Martin HÄUSLING,Member,Germany,Greens / EFA,EP,"Eduardo Cuoco, INFOAM EU","Eduardo Cuoco, INFOAM EU",Martin HÄUSLING,[''],['AGRI'],08/07/2019
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,EP,Economic policy,European Family Businesses,Philippe LAMBERTS,[''],['ECON'],17/03/2020
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,EP,Biodiversity policy,WWF,Philippe LAMBERTS,,,03/03/2020
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,EP,"Sustainable Finance, FInancial and banking regulation",Finance Watch,Philippe LAMBERTS,[''],['ECON'],19/02/2020
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,EP,"Solvency II, International Financial Reporting Standards (IFRS), Sustainable Finance, Pan European Pension Product (PEPP), Packaged Retail and Insurance-based Investment Products (PRIIPS)",Assuralia,Philippe LAMBERTS,[''],['ECON'],17/02/2020
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,PE,"Digital taxation, payments and barriers in trade on the Single Market.",EuroCommerce,Philippe LAMBERTS,[''],['ECON'],05/02/2020
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,PE,Rencontre organisée au sien du PE - Pour une Europe plus sociale et durable,"UDES, UNISOC",Philippe LAMBERTS,[''],['ECON'],28/01/2020
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,EP,Courtesy Meeting,"Pakistan Ministry of Commerce, textiles, Industry & Production and Investment",Philippe LAMBERTS,['and in his capacity as co-president of the Greens/EFA group'],['ECON'],27/01/2020
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,Brussels,Perspectives of the legislature,Green European Foundation,Philippe LAMBERTS,,,24/01/2020
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,EP,Situation Politique au Liban,"Comité de Soutien aux Chrétiens d'Orient, Amitié Libano-européenne",Philippe LAMBERTS,,,22/01/2020
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,EP,Sustainable Finance,Green Finance Observatory,Philippe LAMBERTS,[''],['ECON'],22/01/2020
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,EP,Economic and environmental policy,ETUC,Philippe LAMBERTS,[''],['ECON'],15/01/2020
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,EP,Future relations EU-UK,Scottish Government EU Office,Philippe LAMBERTS,,,15/01/2020
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,EP,UK-EU Future relations,UK Representation to the EU,Philippe LAMBERTS,,,14/01/2020
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,EP,Upcoming German Presidency of the Council,German Embassy,Philippe LAMBERTS,,,09/01/2020
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,EP,Cryptocurrencies and tokenised assets,Onchain Custodian,Philippe LAMBERTS,[''],['ECON'],08/01/2020
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,Brussels,"Panel at conference 'A future for all to INHERIT' on environment, health and equality",EuroHealthNet,Philippe LAMBERTS,,,10/12/2019
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,EP,European Green Deal,ETUC-ETUI,Philippe LAMBERTS,[''],['ECON'],09/12/2019
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,EP,Courtesy visit,Embassy of Saudi Arabia,Philippe LAMBERTS,,,04/12/2019
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,Brussels,Panel on Humanitarian corridors,Community of Sant'Egidio,Philippe LAMBERTS,,,04/12/2019
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,Brussels,Keynote speech - reception,SMEunited,Philippe LAMBERTS,[''],['ECON'],03/12/2019
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,EP,Post-croissance,ZOE Institut,Philippe LAMBERTS,[''],['ECON'],03/12/2019
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,EP,Courtesy visit,Australian Embassy,Philippe LAMBERTS,,,02/12/2019
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,EP,Courtesy visit,Ministry for European Affairs Ireland,Philippe LAMBERTS,,,28/11/2019
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,Liège,Rencontre PME,Idema,Philippe LAMBERTS,[''],['ECON'],21/11/2019
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,Brussels,Discussion on sustainable finance at Better Finance Conference,Better Finance,Philippe LAMBERTS,[''],['ECON'],20/11/2019
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,Brussels,Keynote speech at conference on sustainable finance,Finance Watch,Philippe LAMBERTS,[''],['ECON'],19/11/2019
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,Brussels,Migration and asylum policy,Frontex,Philippe LAMBERTS,,,11/11/2019
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,EP,SME policy,SMEunited,Philippe LAMBERTS,[''],['ECON'],05/11/2019
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,Brussels,Déjeuner 'Entreprise et société',"Solvay SA, Groupe Lhoist SA, Ackermans & van Haaren NV, Floridienne SA, ING Belgium, Carmeuse, Engie, Spadel, Rainyve SA, AGC Glass Europe, KBC Groep, Proximus, Umicore, VPK Packaging Group, CMB, Sioen, FEB-VBO, NV Michel Van de Wiele",Philippe LAMBERTS,['In his capacity as co-president of the Greens/EFA group'],['ECON'],14/10/2019
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,Brussels,Agriculture Policy,ClientEarth,Philippe LAMBERTS,,,09/10/2019
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,EP,"Basel IV rules, the impending review of MiFID II, Sustainable Finance, the regulatory treatment of Cloud Services and Crypto Currencies",Commerzbank AG,Philippe LAMBERTS,['In his capacity as co-president of the Greens/EFA group'],['ECON'],23/09/2019
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,Brussels,Rencontre annuelle de la FEB,FEB-VBO,Philippe LAMBERTS,[''],['ECON'],23/09/2019
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,EP,Courtesy visit,Scottish Government Secretary for Government Business and Constitutional Relations,Philippe LAMBERTS,,,18/09/2019
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,EP,Courtesy visit,Ministry of Interior - Finland,Philippe LAMBERTS,,,04/09/2019
96648,Philippe LAMBERTS,Member,Belgium,Greens / EFA,Brussels,Reception - more women in policy debates,Brussels Binder,Philippe LAMBERTS,,,08/07/2019
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Berlin,Speaker,Transatlantic Symposium on U.S. & European Relations with China (SWP) “Europeans Views on U.S. Policies and Debates on China & What Are European”,Reinhard BÜTIKOFER,,,21/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brussles,Meeting,"Lys Vitral, MEDEF, Pascal Belmin, Airbus, Pauline Saoul, Alstom, Guillaume Arduin, MEDEF",Reinhard BÜTIKOFER,,,20/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brussles,Meeting,"Matthias Schäfer, Leiter des KAS-Büros Shanghai, David Merkle, Regionalteam Asien und Pazifik KAS, Denis Schrey, Leiter des Programmes Multinationaler Dialog KAS",Reinhard BÜTIKOFER,,,20/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brussles,Board Meeting,European Forum for Manufacturing,Reinhard BÜTIKOFER,,,19/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brussles,Meeting,TeilnehmerInnen der Internationale Diplomatenausbildung des Auswärtigen Amts,Reinhard BÜTIKOFER,,,19/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brussles,Lunch,"Prof. Dr. Sven Biscop, Director Egmont Institute",Reinhard BÜTIKOFER,,,18/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brussles,Meeting,"Davide Cucino, European Chamber and Fincantieri",Reinhard BÜTIKOFER,,,18/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brussles,Meeting,"Michel Clauß, Deutscher Botschafter Brüssel",Reinhard BÜTIKOFER,,,18/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brussles,Meeting,"Christian Straube, Stiftung Asienhaus",Reinhard BÜTIKOFER,,,17/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brussels,Meeting,"Pekka Haavisto, Außenminister Finnland",Reinhard BÜTIKOFER,,,17/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brussels,Meeting,"Pekka Haavisto, Außenminister Finnland",Reinhard BÜTIKOFER,,,17/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,München,Meeting,"David Zalkaliani, Außenminister von Georgien",Reinhard BÜTIKOFER,,,16/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,München,Meeting,"Damdin Tsogtbaatar, Außenminister Mongolei",Reinhard BÜTIKOFER,,,16/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,München,Participation,Münchener Sicherheitskonferenz,Reinhard BÜTIKOFER,,,14/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Strasbourg,Meeting,"Valdis Dombrovskis, Vice-President European Commission",Reinhard BÜTIKOFER,,,12/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Strasbourg,Meeting,"Mark Titterington, Director-General Transatlantic Policy Network (TPN),",Reinhard BÜTIKOFER,,,12/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Strasbourg,Meeting,Michael Sullivan Deputy Head of the U.S. Mission to the EU’s Economic Affairs section,Reinhard BÜTIKOFER,,,11/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Strasbourg,Meeting,"Antonio Fuentes Trillanes, Senator of the Philippines",Reinhard BÜTIKOFER,,,11/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Berlin,Exchange of views,Europäischen- Studiengruppe der Robert Bosch Akademie,Reinhard BÜTIKOFER,,,10/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Berlin,Kick-off,Münchener Sicherheitskonferenz,Reinhard BÜTIKOFER,,,10/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Washington D.C.,Meeting,"Dr. Sophie Richardson, China Director, Human Rights Watch",Reinhard BÜTIKOFER,,,07/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Washington D.C.,Meeting,"Reva Price, Senior Advisor to the Speaker of the House Nancy Pelosi",Reinhard BÜTIKOFER,,,06/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Washington D.C.,Meeting,"Michael A. Needham, Chief of Staff at U.S. Senator Marco Rubio",Reinhard BÜTIKOFER,,,06/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Washington D.C.,Meeting,"Jim McGovern, Member of Congress",Reinhard BÜTIKOFER,,,06/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Washington D.C.,Meeting,"Darin McKay LaHood, Member of Congress",Reinhard BÜTIKOFER,,,06/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Washington D.C.,Meeting,"Dr. Constanze Stelzenmüller, Senior Fellow - Foreign Policy, Center on the United States and Europe",Reinhard BÜTIKOFER,,,06/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Washington D.C.,Meeting,"Keith Krach, Under Secretary of State",Reinhard BÜTIKOFER,,,05/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Washington D.C.,Meeting,"Jeffrey Gedmin, Senior Fellow at Georgetown University",Reinhard BÜTIKOFER,,,05/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brussels,Meeting,"Olivér Várhelyi, European Commissioner for European Neighbourhood Policy and Enlargement Negotiations",Reinhard BÜTIKOFER,,,04/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brussels,Meeting,"Jörg Wuttke, Vice President, Chief Representative, China BASF (China), Jens Eskelund, Sara Marchetta, Pierre-Yves Bonnet, Adam Dunnett, Davide Cucino, EUCCC",Reinhard BÜTIKOFER,,,04/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brussels,Meeting,"Jörg Wuttke, Vice President, Chief Representative, China BASF (China), Jens Eskelund, Sara Marchetta, Pierre-Yves Bonnet, Adam Dunnett, Davide Cucino, EUCCC",Reinhard BÜTIKOFER,,,04/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Berlin,Meeting,"Jake Nelson, Virginia Murray, Robert Folley, U.S. Department of State",Reinhard BÜTIKOFER,,,03/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Berlin,Studienvorstellung Grüner Chinakreis,Shi Ming,Reinhard BÜTIKOFER,,,03/02/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brüssel,Gastgeber einer Frühstücksrunde,"Yelena Zhemkova, Memorial is the International Historical Educational Charitable and Human Rights Society «Memorial» (International Memorial)",Reinhard BÜTIKOFER,,,30/01/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brüssel,Treffen,"Sophie Richardson, China director at Human Rights Watch",Reinhard BÜTIKOFER,,,30/01/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brüssel,Treffen,"Dr. Oliver Blank, Direktor European Affairs, ZVEI (Zentralverband Elektrotechnik- und Elektronikindustrie)",Reinhard BÜTIKOFER,,,27/01/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brüssel,Treffen,"Gaitri Issar Kumar, Botschafterin der indischen Botschaft von Belgien, Luxembourg und der Europäischen Union",Reinhard BÜTIKOFER,,,24/01/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brüssel,Treffen,"Natalie Sabanadze, Ambassador to the Kingdom of Belgium and Grand Duchy of Luxembourg and Head of Georgian Mission to the EU",Reinhard BÜTIKOFER,,,24/01/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Frankfurt am Main,Gast,Debatte der denk#fabrik: Florian Schwinn trifft Reinhard Bütikofer zum Thema „Wie tickt Europa?,Reinhard BÜTIKOFER,,,23/01/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brüssel,Gastgeber mit E3G eines Workshops zum Thema “What European energy diplomacy for a climate-neutral world?”Gastgeber eines,E3G,Reinhard BÜTIKOFER,,,23/01/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brüssel,Gastgeber einer Veranstaltung zur Vorstellung des Europe’s Strategy Paper on China von Business Europe,Business Europe,Reinhard BÜTIKOFER,,,22/01/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brüssel,Treffen,"VertreterInnen der Bewegung „Stand With Hong Kong“,",Reinhard BÜTIKOFER,,,22/01/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brüssel,Treffen,"Wolfgang Kopf, Leiter Group Public and Regulatory Affairs, Deutsche Telekom AG",Reinhard BÜTIKOFER,,,21/01/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brüssel,Treffen,"Kakha Kuchava, Vice-Chair of Parliament of Georgia",Reinhard BÜTIKOFER,,,21/01/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brüssel,Treffen,"Klaus Kesseler, thyssenkruppSteel Europe AG, Claudia Conrads, thyssenkruppSteel Europe AG",Reinhard BÜTIKOFER,,,21/01/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Freiburg im Breisgau,Firmenbesuch,NexWafe GmbH,Reinhard BÜTIKOFER,,,16/01/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Strasbourg,Treffen,"Marie-Christine von Hahn, Head of External Affairs Aurubis, Florian Anderhuber, Manager Corporate External Affairs Group Representative Office Brussels, Tobias Schäfer, Head of Office, WVMetalle Brüssel",Reinhard BÜTIKOFER,,,15/01/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Strasbourg,Treffen,Counsellor GAO Mingbo,Reinhard BÜTIKOFER,,,15/01/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Strasbourg,Treffen,"Harry Tseng, Ambassador Taipei Representative Office in the EU and Belgium",Reinhard BÜTIKOFER,,,15/01/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brüssel,Treffen,"Nicolas Erb, Direktor European Affairs Alstom",Reinhard BÜTIKOFER,,,14/01/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Berlin,"Konferenz ""India-China Dynamics: Reappraising the Significance for Europe""",MERICS (Mercator Institute for China Studies gGmbH),Reinhard BÜTIKOFER,,,10/01/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brüssel,Treffen,"Daniel Schwammenthal, Direktor AJC Transatlantik Institut, Michael Sieveking, stellvertretender Direktor AJC Transatlantik Institut",Reinhard BÜTIKOFER,,,07/01/2020
96739,Reinhard BÜTIKOFER,Member,Germany,Greens / EFA,Brüssel,Treffen,"Tim Rühlig, research analyst at the Europe and Asia programmes of the Swedish Institute of International Affairs",Reinhard BÜTIKOFER,,,07/01/2020
96809,Peter van DALEN,Member,Netherlands,EPP,Urk,Workvisit Fisheries,"VisNed, Nederlandse Vissersbond, Visfederatie, EMK, Korf Vis",Peter van DALEN,[''],['PECH'],21/02/2020
96809,Peter van DALEN,Member,Netherlands,EPP,Brussels,Mauritania fisheries agreement,"CFFA, Cornelis Vrolijk",Peter van DALEN,['Fisheries agreement EU and Islamic Republic of Mauritania'],['PECH'],20/02/2020
96809,Peter van DALEN,Rapporteur,Netherlands,EPP,Rotterdam,Wind industry,Van Oord,Peter van DALEN,['The Impact on the fishing sector of OWF and other renewable energy systems'],['PECH'],31/01/2020
96809,Peter van DALEN,Rapporteur,Netherlands,EPP,Brussels,WInd Energy,"Vattenfall, WindEurope",Peter van DALEN,['INI Report: the Impact of offshore windfarms and other renewable energy systems on the fishing sector'],['PECH'],30/01/2020
96809,Peter van DALEN,Member,Netherlands,EPP,Haarlem,Endangered Lawyers,Laywer Malook,Peter van DALEN,,,24/01/2020
96809,Peter van DALEN,Member,Netherlands,EPP,Wageningen Netherlands,Fisheries,Wageningen University and Research (Maritime),Peter van DALEN,"['TM, TAC and Quota']",['PECH'],15/11/2019
96809,Peter van DALEN,Member,Netherlands,EPP,Brussels,Role of Advisory Councils under the CFP,"Market Advisory Council, Aquaculture Advisory Council, Long-Distance Advisory Council, NorthSea Advisory Council, SouthWestern Advisory Council",Peter van DALEN,"['CFP, Control Regulation']",['PECH'],12/11/2019
96809,Peter van DALEN,Member,Netherlands,EPP,Brussels,EMFF,Europeche,Peter van DALEN,['EMFF'],['PECH'],05/11/2019
96809,Peter van DALEN,Member,Netherlands,EPP,Stellendam Netherlands,Fisheries,"VisNed, Nederlandse Vissersbond, EMK, Visfederatie, Europeche",Peter van DALEN,"['Control Regulation, CFP']",['PECH'],18/10/2019
